0,1,2,3
A Case Study of Middle Schoolers' Use of Computational Thinking Concepts and Practices during Coded Music Composition,"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",2022,"Researchers and practitioners have demonstrated various benefits of introducing computational thinking (CT) through music composition coding. While researchers have studied the impacts on participant attitudes towards CT and their learning of CT concepts, more case studies are needed on both learning CT concepts as well as CT practices, i.e., the processes of constructing music coding projects. This paper presents a case study of middle schoolers in an informal learning environment focused on integrating music composition with coding in TunePad. Specifically, we collected and analyzed logs of coding events, final code products, and surveys to explore both CT concept use and CT practices exhibited by the participants as they completed open-ended music coding activities to create their own melodies with specific music and CT requirements and recommendations."
A Comparative Analysis of Tools &amp; Task Types for Measuring Computational Problem-Solving,"Bumbacher, Engin and Brender, J\'{e}r\^{o}me and Davis, Richard Lee",2024,"How to measure students' Computational Problem-Solving (CPS) competencies is an ongoing research topic. Prevalent approaches vary by measurement tools (e.g., interactive programming, multiple-choice tests, or programming-independent tests) and task types (e.g., debugging problems or Parson problems). However, few studies have examined the measurement tools of CPS competencies themselves: affordances and limitations of the measurement tools and how they compare, or whether different task types might elicit CPS competencies differently. Research needs to address these questions in order to better understand how to design robust, generalizable, and effective measurement tools for CPS competencies. This paper presents an exploratory study that contributes to this research direction. It is part of a larger international project to develop an open-access formative assessment platform for CPS, which includes a novel authoring tool for a wide range of task types for interactive block-based programming. We used the tool to create an interactive programming experience with multiple task types and gave it to more than 300 secondary school students from different countries. We also administered a validated multiple-choice measurement of Computational Thinking with block-based programs. We focused on task complexity as a characteristic of task type, using a classification scheme based on task design features. Comparing students' performances on tasks of different complexity and using two distinct measurement tools, we found that the multiple-choice measurement only partially predicts performance in the interactive programming task. Additionally, its predictive capacity varies significantly between task types of differing complexity."
A computational thinking course accessible to non-stem majors,"Kafura, Dennis and Bart, Austin Cory and Chowdhury, Bushra",2018,"We describe the content, pedagogy and technology of a computational thinking course. While open to students in all majors, in practice the course serves students in predominantly non-STEM majors. We have seen the positive impact on student motivation of the data science context used in the course and the pedagogical value of the ""cohort"" model of collaborative peer learning. The technology includes a scaffolded programming environment for accessing curated real-world data sets."
A computational thinking module for secondary students and pre-service teachers using Bebras-style tasks,"Lehtim\""{a}ki, Taina and Hamm, James and Mooney, Aidan and Casey, Kevin and Monahan, Rosemary and Naughton, Thomas J.",2022,"We have developed a Transition Year (TY) computational thinking module (for 15-16 year olds) based on Bebras tasks that was delivered online by teachers at 240 schools in Ireland during 2021-2022. To serve primary and secondary pre-service teachers, we have started developing a 24-hour module based on this TY module. We are co-creating the module with education experts and CS academics working collaboratively. The education experts consist of academics and pre-service teachers from both primary and secondary teaching departments at our institution."
A Computational Thinking Obstacle Course Based on Bebras Tasks for K-12 Schools,"Lehtim\""{a}ki, Taina and Monahan, Rosemary and Mooney, Aidan and Casey, Kevin and Naughton, Thomas J.",2023,"This paper describes an unplugged computational thinking (CT) resource for primary and secondary schools developed from Bebras tasks. In Ireland, CT is not part of the primary school curriculum or mandatory in secondary schools. However, the National Council for Curriculum and Assessment is in the process of revising the primary school curriculum to include aspects of CT. Our aim for creating this CT Obstacle Course is to introduce teachers (and pupils) without formal computer science training to the subject of CT. This is done in a manner that informs and motivates, and gives them the confidence to deliver CT materials in the classroom. We also want to find out from teachers how useful and important this type of resource is for developing problem-solving skills, and if our unplugged activity can support learning at various skill levels. Our CT Obstacle Course includes 14 Bebras tasks for primary schools and an additional 6 Bebras tasks for secondary schools. The activity is suitable for indoors and outdoors and is completed in groups, promoting teamwork and communication. We have delivered it to 146 primary school classes during 38 school visits between May 2021 and June 2022. It has been undertaken by 3,445 pupils and 195 teachers and other school staff. This paper describes our CT resource in detail, and reports teacher feedback from primary schools."
A Computational Thinking Test for Senior High School Students,"Hu, Chiu-Fan and Wu, Cheng-Chih",2023,"We have developed a quantitative tool for assessing senior high school students' computational thinking skills and administered it in the Taipei metropolitan area of Taiwan. Our CT test is language/tool/knowledge-independent and focuses on four key CT concepts: decomposition, data representation, algorithms, and pattern generalization. Our paper outlines the development process of the CT test, including its constructs, reliability, and validity, and discusses its educational implications for computing courses. This CT test provides a valuable resource for computing teachers who wish to assess their students' CT abilities and tailor their teaching methods accordingly."
A congress for children and computational thinking for everyone,"Sabitzer, Barbara and Demarle-Meusel, Heike",2018,"As final event of the project ""Informatics - A Child's Play?!"", which aimed at introducing computational thinking in primary and secondary schools, the authors initiated the first Children's Congress in 2016 with the main theme of ""Languages - Pictures - Information"". This is now an annual event, where all participating children can slip into the role of researchers and present the results of their projects accomplished together with their teachers as well as teacher students of different master courses. As preparation the project teams get an introduction into computational thinking and several computer science concepts with the task of applying at least one of them in their project and the development of creative products. The themes of the Children's Congress are relatively open and fit into every subject, because our main aim is introducing computational thinking ""by the way"" to all participants. During their work on cross-curricular or even subject specific projects, pupils, students and teachers learn that basics of computational thinking are or can be integrated in every subject. This paper reports on the implementation and procedure of the Children's Congress and gives an overview of the projects accomplished in the first two years (2016 and 2017). It describes how and where computational thinking has been integrated and presents the main results of the evaluation gained from interviews and questionnaires."
A curriculum of computational thinking as a central idea of information &amp; media literacy,"Dengel, Andreas and Heuer, Ute",2018,"Using, processing and evaluating digitized information is relevant to every subject in primary and secondary school education. As this information is represented, modified and perceived through analog and digital media, competencies including critical reflection, knowledge, usage, and creation of information and media have been included in the German education system. Due to the highly inter- and transdisciplinary character of these skills, the development of a combined information and media literacy to teach the critical handling, reflection and design of information and (digital) media similar to a classical literacy concerning reading and writing skills. As this skill is fundamental for understanding the everyday digital environment, Computational Thinking poses a central idea of information and media literacy in order to understand how information of the real or fictional world are represented through digital media, how this digitized information is automaticly processed and displayed using media systems as well as how the resulting representations are interpreted. Information and media literacy adresses every subject and school type which is why it has to be integrated into future teacher education curricula. This paper shows the conception and implementation of an Information and Media Literacy certificate for student teachers with a focus on Computational Thinking. Based on recent studies, established curricula for Media Literacy, Computer Literacy and Digital Literacy as well as present Bavarian school curricula for Computer Science, we built the curriculum for the Computational Thinking part of the certificate upon fundamental ideas of Computer Science: Representation of Information, Software Engineering, Algorithms, Networks, Data Integrity and Data Security, Languages, and Physical Computing."
A designerly approach as a foundation for school children's computational thinking skills while developing digital games,"Brooks, Eva and Sj\""{o}berg, Jeanette",2020,"This paper contributes to the contemporary debate on the increasing use of computational thinking (CT) in primary schools. It is based on an empirical study in which 28 Swedish third-grade school children (9-10 years of age) participated in a creative workshop where they were challenged to design a digital game using stop-motion film technique, working in groups. The study applies a designerly approach to game design activities to investigate what aspects of computational skills can be identified when children employ stop motion filmmaking as a means to envision a digital game design idea and how a designerly approach can enable them to enact dimensions of their computational skills? The data included video observations, casual conversations, and stop-motion videos representing the children's game design ideas. The analysis identified three aspects of computational thinking strategies while children produced stop-motion films: step-by-step procedural skills; design and arrangement skills; and computational perspectives."
A Didactic Scenario for Implementation of Computational Thinking using Inquiry Game Learning,"Psycharis, Sarantos and Kotzampasaki, Evangelia",2017,"We present an education scenario for the simulation of the ""pixel"" of a computer screen. The teaching and learning process is implemented as a game problem based scenario related to the ""rescue"" of an object by the students. We used the Arduino controller and the Ejs and S4A software in order to motivate students to be involved in the computational experiment methodology and the dimensions of the computational thinking (CT). Research is in process for the effectiveness of this scenario to 5th and 6th grade students using a CT questionnaire."
A first proposal of Pedagogic Conversational Agents to develop Computational Thinking in children,"Urrutia, Elizabeth K. Morales and Oca\~{n}a, Jos\'{e} Miguel and P\'{e}rez-Mar\'{\i}n, Diana and Tamayo, Silvia",2017,"Pedagogic Conversational Agents are interactive systems that teach by talking to the students. They have been used in several domains to develop competences such as storytelling or negotiation from University to Pre-Primary Education. However, in the literature, no cases of using agents for teaching programming to develop computational thinking in children have been found. In the last decades, there is a growing interest in developing computational thinking in children. According to some authors, if children develop computational thinking, they will be able to solve not only computer problems but their daily life problems in a better way. It is under research which educational technologies and methodologies can be more adequate depending on the context to achieve this goal. In this paper, it is proposed, for the first time, the use of Pedagogic Conversational Agents to develop computational thinking in children. Given the complexity of designing this new type of agent, and as it has been done in previous occasions when trying to design a new agent, the MEDIE methodology will be followed to eventually integrate the agent into the classrooms."
A framework for computational thinking across the curriculum,"Perkovi\'{c}, Ljubomir and Settle, Amber and Hwang, Sungsoon and Jones, Joshua",2010,"We describe a framework for implementing computational thinking in a broad variety of general education courses. The framework is designed to be used by faculty without formal training in information technology in order to understand and integrate computational thinking into their own general education courses. The framework includes examples of computational thinking in a variety of general education courses, as well as sample in-class activities, assignments, and other assessments for the courses. The examples in the different courses are related and differentiated using categories taken from Denning Great Principles of Computing, so that similar types of computational thinking appearing in different contexts are brought together. This aids understanding of the computational thinking found in the courses and provides a template for future work on new course materials. Specific examples of computational thinking in the design category are provided in the context of three distinct courses."
A Framework for Decomposition in Computational Thinking,"Rich, Peter J. and Egan, Garrett and Ellsworth, Jordan",2019,"Computational Thinking has become an important cognitive skill to develop in all areas of education. Despite its increasing popularity, the construct itself is only partially understood. There are few measures currently in place that advance our understanding of computational thinking and its subconstructs. In this article, we analyze existing measures of computational thinking (CT), looking specifically at their measures of decomposition. Decomposition is defined as the process of breaking down a problem into its sub-components. Even though most definitions of computational thinking include decomposition, fewbreak down the decompositional process beyond a basic definition. As one of the first steps in the computational thinking process, it is important to better understand the various manners in which decomposition occurs, which methods are most effective, and under what conditions. To better understand the decompositional process, we analyze evidence of decompositional process in a variety of disciplines. We then present a framework for decomposition in computational thinking. We demonstrate how this framework may help educators to better prepare students to break down complex problems, as well as provide guidance for how decompositional ability might be measured."
A framework for hypothesis-driven approaches to support data-driven learning analytics in measuring computational thinking in block-based programming,"Grover, Shuchi and Bienkowski, Marie and Basu, Satabdi and Eagle, Michael and Diana, Nicholas and Stamper, John",2017,"K-12 classrooms use block-based programming environments (BBPEs) for teaching computer science and computational thinking (CT). To support assessment of student learning in BBPEs, we propose a learning analytics framework that combines hypothesis- and data-driven approaches to discern students' programming strategies from BBPE log data. We use a principled approach to design assessment tasks to elicit evidence of specific CT skills. Piloting these tasks in high school classrooms enabled us to analyze student programs and video recordings of students as they built their programs. We discuss a priori patterns derived from this analysis to support data-driven analysis of log data in order to better assess understanding and use of CT in BBPEs."
A Framework for Using Hypothesis-Driven Approaches to Support Data-Driven Learning Analytics in Measuring Computational Thinking in Block-Based Programming Environments,"Grover, Shuchi and Basu, Satabdi and Bienkowski, Marie and Eagle, Michael and Diana, Nicholas and Stamper, John",2017,"Systematic endeavors to take computer science (CS) and computational thinking (CT) to scale in middle and high school classrooms are underway with curricula that emphasize the enactment of authentic CT skills, especially in the context of programming in block-based programming environments. There is, therefore, a growing need to measure students’ learning of CT in the context of programming and also support all learners through this process of learning computational problem solving. The goal of this research is to explore hypothesis-driven approaches that can be combined with data-driven ones to better interpret student actions and processes in log data captured from block-based programming environments with the goal of measuring and assessing students’ CT skills. Informed by past literature and based on our empirical work examining a dataset from the use of the Fairy Assessment in the Alice programming environment in middle schools, we present a framework that formalizes a process where a hypothesis-driven approach informed by Evidence-Centered Design effectively complements data-driven learning analytics in interpreting students’ programming process and assessing CT in block-based programming environments. We apply the framework to the design of Alice tasks for high school CS to be used for measuring CT during programming."
A Hands-On Cybersecurity Curriculum Using a Robotics Platform,"Yett, Bernard and Hutchins, Nicole and Stein, Gordon and Zare, Hamid and Snyder, Caitlin and Biswas, Gautam and Metelko, Mary and L\'{e}deczi, \'{A}kos",2020,"This paper presents a study using a robotics platform for teaching computing and cybersecurity concepts to high school students. 38 students attended a week-long camp, starting with projects such as a simulation-only game and a simple autonomous driving program for the robots in order to learn and apply computational thinking (CT) and networking skills. They were then assigned a series of challenges that required developing progressively more advanced cybersecurity measures to protect their robots. This culminated in a final challenge that required implementing defensive measures such as encryption, secure key exchange and sequence numbers. We used an evidence-centered design framework to construct rubrics for grading student work. The pre- and post-test results show that the interventions helped students learn cybersecurity and CT concepts, but they had difficulties with networking concepts. These results correlate with scores from the game and the final challenge. Overall, surveys show that the competition-based robotics learning framework engaged students and supported their overall learning, but our intervention needs to be modified to help students learn networking concepts"
A K-8 Debugging Learning Trajectory Derived from Research Literature,"Rich, Kathryn M. and Strickland, Carla and Binkowski, T. Andrew and Franklin, Diana",2019,"Curriculum development is dependent on the following question: What are the learning goals for a specific topic, and what are reasonable ways to organize and order those goals? Learning trajectories (LTs) for computational thinking (CT) topics will help to guide emerging curriculum development efforts for computer science in elementary school. This study describes the development of an LT for Debugging. We conducted a rigorous analysis of scholarly research on K-8 computer science education to extract what concepts in debugging students should and are capable of learning. The concepts were organized into the LT presented within. In this paper, we describe the three dimensions of debugging that emerged during the creation of the trajectory: (1) strategies for finding and fixing errors, (2) types of errors, and (3) the role of errors in problem solving. In doing so, we go beyond identification of specific debugging strategies to further articulate knowledge that would help students understand when to use those techniques and why they are successful. Finally, we illustrate how the Debugging LT has guided our efforts to develop an integrated mathematics and CT curriculum for grades 3-5."
A Model for Infusing Computational Thinking Skills at Teacher Colleges in a Developing Country,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Torrent, Catalina and Casanova, Cecilia and Toro-Guajardo, Sebasti\'{a}n and Mu\~{n}oz, Valent\'{\i}n",2022,"Current advances emphasize that young learners benefit from developing and applying computational thinking (CT) skills to solve problems in a variety of subjects, not limited to mathematics and science. Under this scenario, the inclusion of CT in primary and secondary education will not scale up if pre-service teachers do not actively acquire these skills during their formation. However, how this should be done is not clear. We propose an integration model to infuse CT skills at teacher colleges in Chile, which takes into account our previous work on the topic, as well as current standards, interests, and educational policies in Chile."
A model for piloting pathways for computational thinking in a general education curriculum,"Dierbach, Charles and Hochheiser, Harry and Collins, Samuel and Jerome, Gerald and Ariza, Christopher and Kelleher, Tina and Kleinsasser, William and Dehlinger, Josh and Kaza, Siddharth",2011,"Computational thinking has been identified as a necessary fundamental skill for all students. University curricula, however, are currently not designed to provide such knowledge to a broad student population. In this paper, we report on our experiences in the development of a model for incorporating computational thinking into the undergraduate, general education curriculum at Towson University. We discuss the model in terms of eliciting faculty interest, institutional support, and positive student response. In the first two years of this NSF-funded three-year project, we have developed, piloted and assessed five computational thinking general education courses - an Everyday Computational Thinking course, and four discipline-specific computational thinking general education courses. Initial assessments show promising and significant student, instructor and administration interest in computational thinking as a basis in courses covering multiple disciplines within the general education curriculum."
A multidisciplinary approach towards computational thinking for science majors,"Hambrusch, Susanne and Hoffmann, Christoph and Korb, John T. and Haugan, Mark and Hosking, Antony L.",2009,"This paper describes the development and initial evaluation of a new course ``Introduction to Computational Thinking'' taken by science majors to fulfill a college computing requirement. The course was developed by computer science faculty in collaboration with science faculty and it focuses on the role of computing and computational principles in scientific inquiry. It uses Python and Python libraries to teach computational thinking via basic programming concepts, data management concepts, simulation, and visualization. Problems with a computational aspect are drawn from different scientific disciplines and are complemented with lectures from faculty in those areas. Our initial evaluation indicates that the problem-driven approach focused on scientific discovery and computational principles increases the student's interest in computing."
A new perspective on computational thinking,"Ya\c{s}ar, Osman",2018,"Addressing its cognitive essence, universal value, and curricular practices."
A new way of thinking about computational thinking,"Astrachan, Owen",2009,"Computational Thinking has emerged as an enduring metaphor in teaching and thinking about Computer Science since Jeanette Wing brought the term to our attention in a 2006 CACM article. Computational thinking involves abstraction, but a definition that is too abstract does not help in explaining computational thinking to someone who doesn't already have an intuitive idea of what it is:"
A Pair of ACES: An Analysis of Isomorphic Questions on an Elementary Computing Assessment,"Parker, Miranda C. and Garcia, Leiny and Kao, Yvonne S. and Franklin, Diana and Krause, Susan and Warschauer, Mark",2022,"Background and Context. With increasing efforts to bring computing education opportunities into elementary schools, there is a growing need for assessments, with arguments for validity, to support research evaluation at these grade levels. After successfully piloting a 10-question computational thinking assessment (Assessment of Computing for Elementary Students – ACES) for 4th graders in Spring 2020, we used our analyses of item difficulty and discrimination to iterate on the assessment. Objectives. To increase the number of potential items for ACES, we created isomorphic versions of existing questions. The nature of the changes varied from incidental changes that we did not believe would impact student performance to more radical changes that seemed likely to influence question difficulty. We sought to understand the impact of these changes on student performance. Method. Using these isomorphic questions, we created two versions of our assessment and piloted them in Spring 2021 with 235 upper-elementary (4th grade) students. We analyzed the reliability of the assessments using Cronbach’s alpha. We used Chi-squared tests to analyze questions that were identical across the two assessments to form a baseline of comparison and then ran Chi-Squared and Kruskal-Wallis H tests to analyze the differences between the isomorphic copies of the questions. Findings. Both assessment versions demonstrated good reliability, with identical Cronbach’s alphas of 0.868. We found statistically similar performance on the identical questions between our two groups of students, allowing us to compare their performance on the isomorphic questions. Students performed differently on the isomorphic questions, indicating the changes to the questions had a differential impact on student performance. Implications. This paper builds on existing work by presenting methods for creating isomorphic questions. We provide valuable lessons learned, both on those methods and on the impact of specific types of changes on student performance."
A pedagogy of tinkering: The pedagogical values of productive failure in childhood programming education,"Samuelsson, Robin",2024,"Programming is increasingly becoming a subject across the spectrum of educational environments for preschool children. Concerns have been raised regarding a too instrumental and uncritical implementation of programming. This study follows a preschool and reports on the obstacles infused during a six-month design-based study introducing a programmable floor robot with children, featuring formative focus group sessions and pedagogical development. An activity theoretical approach was taken to examine the various tensions with existing pedagogies that arose during the project and how these led to pedagogical development toward a programming ethos based on making pedagogical materials and tinkering activities, where failure is an inherent part of the educational process. The paper discusses the potential problems of using new subjects with current curricula and how new technologies are part of reshaping childhood pedagogies."
"A plan for immediate immersion of computational thinking into the high school math classroom through a partnership with the Alabama math, science, and technology initiative","Jenkins, Janet T. and Jerkins, James A. and Stenger, Cynthia L.",2012,"This paper describes a design for an immediate immersion of computational thinking into current high school math classrooms in Alabama. Most schools in our region have eliminated computer science classes from the curriculum. Alabama has an existing state initiative to improve mathematics, science and technology education in K-12. The Alabama Math, Science, and Technology Initiative (AMSTI) emphasizes learning by doing, with hands-on, activity based instruction. We have developed an instructional treatment that uses strategically designed computer exercises to push students to form the mental foundation necessary for abstraction and generalization. We selected popular problems from the AMSTI mathematics curriculum and applied our instructional design.The first step we took in implementing our plan for reintroducing computational thinking into the secondary schools was to conduct a workshop for math education leaders. This training was sponsored and supported by AMSTI. Results from the workshop included demonstrating to a select group of math education leaders that computer programming could be easily integrated with the AMSTI math curriculum and could be used to meet the educational goals of the initiative and the educators."
A Principled Approach to Designing a Computational Thinking Practices Assessment for Early Grades,"Basu, Satabdi and Rutstein, Daisy and Xu, Yuning and Shear, Linda",2020,"In today's increasingly digital world, it is critical that all students learn to think computationally from an early age. Assessments of Computational Thinking (CT) are essential for capturing information about student learning and challenges. Several existing K-12 CT assessments focus on concepts like variables, iterations and conditionals without emphasizing practices like algorithmic thinking, reusing and remixing, and debugging. In this paper, we discuss the development of and results from a validated CT Practices assessment for 4th-6th grade students. The assessment tasks are multilingual, shifting the focus to CT practices, and making the assessment useful for students using different CS curricula and different programming languages. Results from an implementation of the assessment with about 15000 upper elementary students in Hong Kong indicate challenges with algorithm comparison given constraints, deciding when code can be reused, and choosing debugging test cases. These results point to the utility of our assessment as a curricular tool and the need for emphasizing CT practices in future curricular initiatives and teacher professional development."
A Qualitative Content Analysis of K-8 Coding Curriculum,"Floyd, Steven",2019,"A number of educational jurisdictions in Canada and abroad are integrating coding and computational thinking (CT) concepts into their K-8 curriculum, however; very little investigation has been done comparing these nascent curricular reforms. This study will use qualitative content analysis to investigate the differences and similarities of K-8 coding and CT curriculum by comparing the concepts, themes, goals and objectives found in current documents. The study hopes to shed light on an important and under-addressed area of curriculum studies that will prove important as computer science education plays a bigger role in K-8 education."
A Qualitative Study of Students' Computational Thinking Skills in a Data-Driven Computing Class,"Yuen, Timothy T. and Robbins, Kay A.",2014,"Critical thinking, problem solving, the use of tools, and the ability to consume and analyze information are important skills for the 21st century workforce. This article presents a qualitative case study that follows five undergraduate biology majors in a computer science course (CS0). This CS0 course teaches programming within a data-driven context and is part of a university-wide initiative to improve students' quantitative scholarship. In this course, students learn computing concepts and computational thinking by writing programs in MATLAB that compute with data, by performing meaningful analyses, and by writing about the results. The goal of the study reported here is to better understand the thought processes students use in such a data-driven approach. Findings show that students engage in an ongoing organizational process to understand the structure of the data. The computational and visualization tasks appear to be closely linked, and the visualization component appears to provide valuable feedback for students in accomplishing the programming tasks."
A Redesigned Reconstruction Kit for Rapid Collaborative Debugging and Designing of E-Textiles,"Fields, Deborah A. and Lin, Yuhan and Jayathirtha, Gayithri and Kafai, Yasmin B.",2021,"In this paper, we present an iteration on a ""reconstruction kit"" for e-textiles, a flexible-state construction kit that allows for rapid deconstruction and reconstruction of sewn, programmable circuits. The reconstruction kit was redesigned to be more modular and was tested in more computationally and spatially challenging debugging and design situations by four pairs of students, familiar with e-textiles, in an introductory computer science course in a U.S. high school. Analyzing think-aloud protocols of the four sessions, we examined affordances and limitations of how students debugged and designed with the reconstruction kit and in which ways collaborative interactions were supported."
