Title,Autor,Year
IT problem solving: an implementation of computational thinking in information technology,"L'Heureux, Jaime and Boisvert, Deborah and Cohen, Robert and Sanghera, Kamaljeet",2012
Abenteuer informatik: hands-on exhibits for learning about computational thinking,"Gallenbacher, Jens",2012
"A plan for immediate immersion of computational thinking into the high school math classroom through a partnership with the Alabama math, science, and technology initiative","Jenkins, Janet T. and Jerkins, James A. and Stenger, Cynthia L.",2012
Measuring the impact of computational thinking workshops on high school teachers,"Morreale, Patricia and Goski, Catherine and Jimenez, Luis and Stewart-Gardiner, Carolee",2012
Interdisciplinary experiments in and perspectives on computational thinking,Sin Valor,2012
Documentation comes to life in computational thinking acquisition with agentsheets,"Mota, Marcelle Pereira and Faria, Leonardo Serra and de Souza, Clarisse Sieckenius",2012
Infusing computational thinking into the middle- and high-school curriculum,"Settle, Amber and Franke, Baker and Hansen, Ruth and Spaltro, Frances and Jurisson, Cynthia and Rennert-May, Colin and Wildeman, Brian",2012
From computational thinking to computational values,"Abelson, Hal",2012
Computational thinking outreach: reaching across the K-12 curriculum,"Pokorny, Kian L. and White, Nathan",2012
Promoting computational thinking with programming,"Selby, Cynthia C.",2012
3rd International workshop on collaborative teaching of globally distributed software development (CTGDSD 2013),"Faulk, Stuart and Young, Michal and Prikladnicki, Rafael and Weiss, David M. and Yu, Lian",2013
From Minecraft to Minds,"Booch, Grady",2013
Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,"Miller, L. Dee and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Ramsay, Stephen and Hazley, Melissa Patterson",2013
A longitudinal study of the effects of a high school robotics and computational thinking class on academic achievement (WIP),"Ko, Pat",2013
Computational Thinking: Possibilities and Challenges,"Ribeiro, Leila and Nunes, Daltro José and Cruz, Marcia Kniphoff da and Matos, Ecivaldo de Souza",2013
A pragmatic approach to develop computational thinking skills in novices in Computing Education,"Philip, Mintu and Renumol, V. G. and Gopeekrishnan, R",2013
Discussing the Challenges Related to Deployment of Computational Thinking in Brazilian Basic Education,"Carvalho, Tainã and Andrade, Daiane and Silveira, Jayne and Auler, Victor and Cavalheiro, Simone and Aguiar, Marilton and Foss, Luciana and Pernas, Ana and Reiser, Renata",2013
A media-reduced approach towards informatics at primary level,"Antonitsch, Peter K. and Gigacher, Cornelia and Hanisch, Liselotte and Sabitzer, Barbara",2013
The social turn in K-12 programming: moving from computational thinking to computational participation,"Kafai, Yasmin B. and Burke, Quinn",2013
Students organizing against pollution: computational thinking across boundaries,"Qureshi, Shahzore and Estevez, Francisco and Pulimood, Sarah Monisha",2013
The zones of proximal flow: guiding students through a space of computational thinking skills and challenges,"Basawapatna, Ashok R. and Repenning, Alexander and Koh, Kyu Han and Nickerson, Hilarie",2013
Will it stick? exploring the sustainability of computational thinking education through game design,"Koh, Kyu Han and Repenning, Alexander and Nickerson, Hilarie and Endo, Yasko and Motter, Pate",2013
DISSECT: integrating computational thinking in the traditional K-12 curricula through collaborative teaching (abstract only),"Hug, Sarah and Sandry, Josh and Vordermann, Ryan and Pontelli, Enrico and Wright, Ben",2013
The simulation creation toolkit: an initial exploration into making programming accessible while preserving computational thinking,"Basawapatna, Ashok Ram and Repenning, Alexander and Lewis, Clayton H.",2013
Beyond computer science: computational thinking across disciplines,"Settle, Amber and Goldberg, Debra S. and Barr, Valerie",2013
CS4Impact: measuring computational thinking concepts present in CS4HS participant lesson plans,"Bort, Heather and Brylow, Dennis",2013
Robobuilder: a computational thinking game (abstract only),"Weintrop, David and Wilensky, Uri",2013
Engaging and motivating computing activities with computational thinking concepts you can use,"Webb, Heidi",2013
Computing creativity: divergence in computational thinking,"Bennett, Vicki E. and Koh, KyuHan and Repenning, Alexander",2013
Logistics of moving from computer fluency to computational thinking (abstract only),"Sobolewska, Monika",2013
Using scaffolded examples to teach computational thinking concepts,"Webb, Heidi and Rosson, Mary Beth",2013
Session details: Paper - computational thinking,"Lang, Catherine",2013
"Accelerating K-12 computational thinking using scaffolding, staging, and abstraction","Touretzky, David S. and Marghitu, Daniela and Ludi, Stephanie and Bernstein, Debra and Ni, Lijun",2013
Alternate realities for computational thinking,"Doore, Karen",2013
Modeling the learning progressions of computational thinking of primary grade students,"Seiter, Linda and Foreman, Brendan",2013
First year student performance in a test for computational thinking,"Gouws, Lindsey and Bradshaw, Karen and Wentworth, Peter",2013
Computational thinking and practice: a generic approach to computing in Danish high schools,"Caspersen, Michael E. and Nowack, Palle",2013
Computational thinking in educational activities: an evaluation of the educational game light-bot,"Gouws, Lindsey Ann and Bradshaw, Karen and Wentworth, Peter",2013
Computational thinking skills in Dutch secondary education,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van de Grift, Wim and Stoker, Idzard",2013
Computational thinking in CS teaching materials: a pilot study,"Barendsen, Erik and Stoker, Idzard",2013
An informatics perspective on computational thinking,"Walden, James and Doyle, Maureen and Garns, Rudy and Hart, Zachary",2013
cs4fn and computational thinking unplugged,"Curzon, Paul",2013
Analyzing the Learning Process in Online Educational Game Design: A Case Study,"Ahmadi, Navid and Jazayeri, Mehdi",2014
Introducing computational thinking through stealth teaching,"Towhidnejad, M. and Kestler, C. and Jafer, S. and Nicholas, V.",2014
Research into the computational thinking for the teaching of computer science,"Li, Ying",2014
DISSECT: An experiment in infusing computational thinking in K-12 science curricula,"Arraki, K. and Blair, K. and Bürgert, T. and Greenling, J. and Haebe, J. and Lee, G. and Peel, A. and Szczepanski, V. and Pontelli, E. and Hug, Sarah",2014
Improving learning of computational thinking using computational creativity exercises in a college CSI computer science course for engineers,"Shell, Duane F. and Hazley, Melissa Patterson and Soh, Leen-Kiat and Dee Miller, L. and Chiriacescu, Vlad and Ingraham, Elizabeth",2014
"Fostering computational thinking in engineering education: Challenges, examples, and best practices","Gross, Sebastian and Kim, Mischa and Schlosser, Joachim and Mohtadi, Coorous and Lluch, Dan and Schneider, Dorian",2014
Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D,"Repenning, Alexander and Webb, David C. and Brand, Catharine and Gluck, Fred and Grover, Ryan and Miller, Susan and Nickerson, Hilarie and Song, Muyang",2014
"Computational Thinking, Code Complexity, and Prior Experience in a Videogame-Building Assignment","Boechler, Patricia and Artym, Corbett and Dejong, Erik and Carbonaro, Mike and Stroulia, Eleni",2014
Teaching Computational Thinking by Playing Games and Building Robots,"Roscoe, Jonathan Francis and Fearn, Stephen and Posey, Emma",2014
Teaching mode reform and exploration on the University Computer Basic based on Computational thinking training in Network Environment,Boqin Liu and Junmei He,2014
Digital ink for cognitive assessment of computational thinking,"Ambrósio, Ana Paula and Xavier, Cleon and Georges, Fouad",2014
Teaching method based on computational thinking a case research,Shuiyan He and Yongmin Hang and Yi Ding,2014
Real Time Assessment of Computational Thinking,"Koh, Kyu Han and Basawapatna, Ashok and Nickerson, Hilarie and Repenning, Alexander",2014
Integrating computational and creative thinking to improve learning and performance in CS1,"Miller, L. D. and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Hazley, Melissa Patterson",2014
Studio K: a game development environment designed for gains in computational thinking (abstract only),"Anton, Gabriella and Berland, Matthew",2014
Dancing alice: exploring embodied pedagogical strategies for learning computational thinking,"Daily, Shaundra B. and Leonard, Alison E. and J\""{o}rg, Sophie and Babu, Sabarish and Gundersen, Kara",2014
Model-based thinking and practice: a top-down approach to computational thinking,"Nowack, Palle and Caspersen, Michael E.",2014
Kodu alice and computer science unplugged: a model of effective introducing middle school students to computer science and computational thinking (abstract only),"Marghitu, Daniela and Thomas, Lavaris and Rawajfih, Yasmeen and Hall, Jillian and Marshall, Andrew",2014
The consume - create spectrum: balancing convenience and computational thinking in stem learning,"Basawapatna, Ashok Ram and Repenning, Alexander and Koh, Kyu Han and Savignano, Mark",2014
CABECT: collaborating across boundaries to engage undergraduates in computational thinking (abstract only),"Pulimood, Sarah Monisha and Pearson, Kim and Bates, Diane C.",2014
RaBit EscAPE: a board game for computational thinking,"Apostolellis, Panagiotis and Stewart, Michael and Frisina, Chris and Kafura, Dennis",2014
Informatics concepts for primary education: preparing children for computational thinking,"Sabitzer, Barbara and Antonitsch, Peter K. and Pasterk, Stefan",2014
Session details: Focus on K-12: outreach and computational thinking,"Javidi, Giti",2014
A Qualitative Study of Students' Computational Thinking Skills in a Data-Driven Computing Class,"Yuen, Timothy T. and Robbins, Kay A.",2014
Refactoring courseware to engage undergraduates in computational thinking across boundaries,"Pulimood, S. Monisha and Pearson, Kim and Bates, Diane",2014
China's perspective from the viewpoint of computational thinking on CS1 for non-majors (abstract only),"Zhang, Ming and Li, Bo and Lo, Ginnie",2014
Character animation and embodiment in teaching computational thinking,"J\""{o}rg, Sophie and Leonard, Alison E. and Babu, Sabarish and Gundersen, Kara and Parmar, Dhaval and Boggs, Kevin and Daily, Shaundra Bryant",2014
Computational thinking curriculum development for upper elementary school classes,"Hill, Charlotte",2014
Effectiveness of a computational thinking (CS0) course on student analytical skills,"Van Dyne, Michele and Braun, Jeffrey",2014
Mobile computational thinking with APP inventor 2,"Turbak, Franklyn and Pokress, Shaileen Crawford and Sherman, Mark",2014
Mobile computational thinking with app inventor 2 (abstract only),"Turbak, Franklyn and Martin, Fred and Pokress, Shaileen Crawford and Morelli, Ralph and Sherman, Mark and Wolber, David",2014
Computational Thinking in K-9 Education,"Mannila, Linda and Dagiene, Valentina and Demo, Barbara and Grgurina, Natasa and Mirolo, Claudio and Rolandsson, Lennart and Settle, Amber",2014
Integrating computational thinking across the K--8 curriculum,"Lee, Irene and Martin, Fred and Apone, Katie",2014
Cultural appropriation of computational thinking acquisition research: seeding fields of diversity,"de Souza, Clarisse S. and Salgado, Luciana C. and Leit\~{a}o, Carla F. and Serra, Martha M.",2014
Computational thinking skills in dutch secondary education: exploring teacher's perspective,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van Veen, Klaas and Stoker, Idzard",2014
Computational Thinking in Elementary and Secondary Teacher Education,"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",2014
Computational thinking skills in dutch secondary education: exploring pedagogical content knowledge,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van Veen, Klaas and Stoker, Idzard",2014
Introducing teachers to computational thinking using unplugged storytelling,"Curzon, Paul and McOwan, Peter W. and Plant, Nicola and Meagher, Laura R.",2014
Computational thinking for all: the power and the peril,"Panoff, Robert Michael",2014
Early validation of computational thinking pattern analysis,"Koh, Kyu Han and Nickerson, Hilarie and Basawapatna, Ashok and Repenning, Alexander",2014
Computational thinking: expanding the toolkit,"Imberman, Susan P. and Sturm, Deborah and Azhar, Mohammad Q.",2014
Development of a video game that teaches the fundamentals of computer programming,"Ventura, Matthew and Ventura, John and Baker, Chad and Viklund, Grant and Roth, Randall and Broughman, Jonas",2015
The Europe Code Week (CodeEU) initiative shaping the skills of future engineers,"Moreno-León, J. and Robles, Gregorio",2015
CodePlus — Designing an after school computing programme for girls,"Sullivan, K. and Byrne, J. R. and Bresnihan, N. and O'Sullivan, K. and Tangney, B.",2015
Container terminal logistics scheduling and decision-making within the conceptual framework of computational thinking,"Li, Bin",2015
A container terminal logistics computational architecture with MPSoC distributed cooperative computing perspective,"Bin, Li",2015
Solving problems by drawing solution paths,"Tanimoto, Steven L.",2015
Robotics rule-based formalism to specify behaviors in a visual programming environment,"Marghitu, Daniela and Coy, Stephen",2015
Using App inventor & history as a gateway to engage African American students in computer science,"Jimenez, Yerika and Gardner-McCune, Christina",2015
A Gang Scheduling Computational Paradigm for Container Terminal Logistics with Processor Affinity,"Li, Bin and Shen, Weiming",2015
Computer programming as an educational tool in the English classroom a preliminary study,"Moreno-León, J. and Robles, Gregorio",2015
Investigating the Psychometric Structure of Bebras Contest: Towards Mesuring Computational Thinking Skills,"Hubwieser, Peter and Mühling, Andreas",2015
Teaching Structured Authoring and DITA Through Rhetorical and Computational Thinking,"Evia, Carlos and Sharp, Matthew R. and Pérez-Quiñones, Manuel A.",2015
Computational thinking and impacts on K-12 science education,"Toedte, Ross J. and Aydeniz, Mehmet",2015
Starting from scratch: Developing a pre-service teacher training program in computational thinking,"Bean, Nathan and Weese, Joshua and Feldhausen, Russell and Bell, R. Scott",2015
DISSECT: An experiment in infusing computational thinking in a sixth grade classroom,"Peel, A. and Fulton, J. and Pontelli, E.",2015
GK-12 DISSECT: Incorporating computational thinking with K-12 science without computer access,"Folk, R. and Lee, G. and Michalenko, A. and Peel, A. and Pontelli, E.",2015
DISSECT: Analysis of pedagogical techniques to integrate computational thinking into K-12 curricula,"Burgett, T. and Folk, R. and Fulton, J. and Peel, A. and Pontelli, E. and Szczepanski, V.",2015
Teaching research and practice of blended leaning model based on computational thinking,"Li, Ying and Liu, Yu and Shu, Pan",2015
DISSECT: Exploring the relationship between computational thinking and English literature in K-12 curricula,"Nesiba, Natasha and Pontelli, Enrico and Staley, Timothy",2015
Towards an Online Service for Learning Computational Thinking Using Scientific Workflows,"Mohan, Aravind and Lu, Shiyong and Zhang, Ke",2015
The Benefits of Computational Thinking,"Snalune, Phillip",2015
Computational thinking leads to computational learning: Flipped class room experiments in linear algebra,"Se, Shriya and Ashwini B and Chandran, Archana and Soman K.P",2015
Curriculum Design for Computational Thinking Training Based on Concept Map,"Weiwei, Chen and Zhigang, Li and Aihua, Bao and Yanqin, Tang",2015
Approaches for teaching computational thinking strategies in an educational game: A position paper,"Bauer, Aaron and Butler, Eric and Popović, Zoran",2015
Computational Thinking Curriculum for K-12 Education -- A Delphi Survey,"Chuang, Hui-Chi and Hu, Chiu-Fan and Wu, Cheng-Chih and Lin, Yu-Tzu",2015
Can computational thinking predict academic performance?,"Haddad, Rami J. and Kalaani, Youakim",2015
Collaboration and Computational Thinking: A classroom structure,"Worrell, Benjamin and Brand, Catharine and Repenning, Alexander",2015
Computer Science Meets Social Studies: Embedding CS in the Study of Locally Grounded Civic Issues,"Van Wart, Sarah Jane",2015
Dr. Scratch: a Web Tool to Automatically Evaluate Scratch Projects,"Moreno-Le\'{o}n, Jes\'{u}s and Robles, Gregorio",2015
A Pilot Computer Science and Programming Course for Primary School Students,"Duncan, Caitlin and Bell, Tim",2015
New Horizons in the Assessment of Computer Science at School and Beyond: Leveraging on the ViVA Platform,"Giordano, Daniela and Maiorana, Francesco and Csizmadia, Andrew Paul and Marsden, Simon and Riedesel, Charles and Mishra, Shitanshu and Vinikienundefined, Lina",2015
KELP CS and LaPlaya: A Computational Thinking Curriculum and Development Environment for 4th - 6th Grade (Abstract Only),"Franklin, Diana and Dwyer, Hilary A.",2015
Computing in the Classroom: A Workshop for Teachers to Infuse Computational Thinking into K-12 Classrooms (Abstract Only),"Kurt-Peker, Yesem and Ray, Lydia and Hodhod, Rania and Khan, Shamim",2015
Programming: a key component of computational thinking in CS courses for non-majors,"Cooper, Stephen and Dann, Wanda",2015
STEM Ccareers Inforgaphic Project (SCIP): Teaching Media-Based Computational Thinking Practices (Abstract Only),"Kos, Brittany Ann and Sims, Elizabeth",2015
A Work in Progress Paper: Evaluating a Microworlds-based Learning Approach for Developing Literacy and Computational Thinking in Cross-curricular Contexts,"Jenkins, Craig",2015
Code and tell: assessing young children's learning of computational thinking using peer video interviews with ScratchJr,"Portelance, Dylan J. and Bers, Marina Umaschi",2015
Students Want to Create Apps: Leveraging Computational Thinking to Teach Mobile Software Development,"Fronza, Ilenia and El Ioini, Nabil and Corral, Luis",2015
ENGAGE: A Game-based Learning Environment for Middle School Computational Thinking,"Boyer, Kristy and Buffum, Philip Sheridan and Culbertson, Kirby and Frankosky, Megan and Lester, James and Martinez-Arocho, Allison and Min, Wookhee and Mott, Bradford and Rodriguez, Fernando and Wiebe, Eric",2015
Computational thinking in a non-majors CS course requires a programming component,"Walker, Henry M.",2015
"Relationships: computational thinking, pedagogy of programming, and Bloom's Taxonomy","Selby, Cynthia C.",2015
Entry: visual programming to enhance children's computational thinking,"Han, Ahyoung and Kim, Jihyun and Wohn, Kwangyun",2015
Computational thinking in Greenfoot: AI game strageties for CS1: conference workshop,"Jonas, Michael and Sabin, Mihaela",2015
Evaluating Scratch Programs to Assess Computational Thinking in a Science Lesson (Abstract Only),"Albert, Jennifer and Peddycord III, Barry and Barnes, Tiffany",2015
Developing Computational Thinking Through Image Making and Constructionist Learning (Abstract Only),"Fordham, Eileen and Freger, Halley and Hinchman-Dominguez, Amanda and Mitchell, Alexander and Rebelsky, Daniel and Tsou, Victoria and Wheeler, Earnest and Wolter, Zoe and Rebelsky, Samuel A.",2015
Computational Thinking Meets Design Thinking: Technology and Arts Collaborations,"Brunvand, Erik",2015
Using Interface Design to Develop Computational Thinking Skills,"Calderon, Ana C. and Crick, Tom",2015
