Title,Autor,Year
Emotions as metarepresentational states of mind: Naturalizing the belief–desire theory of emotion,Rainer Reisenzein,2009
Discussion of Ability Cultivation of Computational Thinking in Course Teaching,"Deng, Zhenrong and Huang, Wenming and Dong, Rongsheng",2009
Computational Thinking … and Doing,"Thiruvathukal, George K.",2009
Computational thinking through programming and algorithmic art,"Orr, Genevieve",2009
Computational thinking (CT): on weaving it in,"Curzon, Paul and Peckham, Joan and Taylor, Harriet and Settle, Amber and Roberts, Eric",2009
Computational thinking: special sauce or snake oil?,"Xu, Yan and Peters, Joseph and Kirkpatrick, Arthur and O'Neil, Kevin",2009
Computational thinking,"Wing, Jeannette",2009
Aligning Computing Education with engineering workforce computational needs: New curricular directions to improve computational thinking in engineering graduates,"Vergara, Claudia E. and Urban-Lurain, Mark and Dresen, Cindee and Coxen, Tammy and MacFarlane, Taryn and Frazier, Kysha and Briedis, Daina and Buch, Neeraj and Esfahanian, Abdol-Hossein and Paquette, Louise and Sticklen, Jon and LaPrad, Jeannine and Wolff, Thomas F.",2009
AgentCubes: Incremental 3D end-user development,Andri Ioannidou and Alexander Repenning and David C. Webb,2009
A new way of thinking about computational thinking,"Astrachan, Owen",2009
A multidisciplinary approach towards computational thinking for science majors,"Hambrusch, Susanne and Hoffmann, Christoph and Korb, John T. and Haugan, Mark and Hosking, Antony L.",2009
Workshop on parallel and distributed Computing in Finance - PDCoF,,2010
Work in progress — The video scenario approach for developing computational and entrepreneurial thinking skills,"Spezialetti, Madalene",2010
Work in progress — Eliciting integrated understandings of high school STEM curricula through programming,"Freudenthal, Eric and Ogrey, Alexandria and Gonzalez, Rebeca Q.",2010
Why computational thinking should be integrated into the curriculum,"Qualls, Jake A. and Sherrell, Linda B.",2010
Using a Computer Programming Environment and an Interactive Whiteboard to Investigate Some Mathematical Thinking,Merilyn Taylor and Ann Harlow and Michael Forret,2010
Troubleshooting assessment: an authentic problem solving activity for it education,David C. Webb,2010
Transforming the Instruction of Introductory Computing to Engineering Students,"Hurson, Ali R. and Sedigh, Sahra",2010
Towards the Automatic Recognition of Computational Thinking for Adaptive Visual Language Learning,"Koh, Kyu Han and Basawapatna, Ashok and Bennett, Vicki and Repenning, Alexander",2010
The cross-disciplinary road to true computational science,Peter M.A. Sloot,2010
Teaching computational thinking through musical live coding in scratch,"Ruthmann, Alex and Heines, Jesse M. and Greher, Gena R. and Laidler, Paul and Saulters, Charles",2010
Sin Valor,Edward Seidel and Jeannette M. Wing,2010
Session details: Computational thinking,"Craig, Annemieke",2010
Second International Workshop on Software Research and Climate Change,"Easterbrook, Steve and Mens, Kim and Zschaler, Steffen",2010
Scalable game design and the development of a checklist for getting computational thinking into public schools,"Repenning, Alexander and Webb, David and Ioannidou, Andri",2010
Research and practice on teaching mode of “Introduction to Computer Science” in Business-Education Partnership,"Xue-yan, Zhou and Xiang-min, Ren",2010
REACH platform — Remote access to smart home facility based computer science laboratory,"Chang, Carl K. and Yang, Hen-I and Svecs, Igors and Wong, Johnny",2010
Preface,Peter M.A. Sloot and G. Dick {van Albada} and Jack Dongarra,2010
Predictors of creative computing participation and profiles of experience in two Silicon Valley middle schools,Brigid Barron and Sarah E. Walter and Caitlin Kennedy Martin and Colin Schatz,2010
Notice of Retraction: Computational Thinking in Discrete Mathematics,"Liu, Jinglei and Wang, Lihong",2010
MPCT: media propelled computational thinking,"Freudenthal, Eric Andrew and Roy, Mary K. and Ogrey, Alexandria Nicole and Magoc, Tanja and Siegel, Alan",2010
Investigating Number Sense Among Students,Mohini Mohamed and Jacinta Johnny,2010
Introductory computational science using MATLAB and image processing,D. Brian Larkins and William Harvey,2010
Fourth Workshop on Teaching Computational Science (WTCS 2010),A. Tirado-Ramos and A.B. Shiflet,2010
Flipping coins: an activity for introducing computational thinking to non-computer science majors: demonstration,"Toth, David",2010
Diagnostics and rubrics for assessing learning across the computational science curriculum,J. Russell Manson and Robert J. Olsen,2010
Developing a community definition and teaching modules for computational thinking: accomplishments and challenges,"Ater-Kranov, Ashley and Bryant, Robert and Orr, Genevieve and Wallace, Scott and Zhang, Mo",2010
Connecting undergraduate programs to high school students: teacher workshops on computational thinking and computer science,"Morreale, Patricia and Joiner, David and Chang, George",2010
Computational thinking via interactive journalism in middle school,"Wolz, Ursula and Stone, Meredith and Pulimood, Sarah M. and Pearson, Kim",2010
Computational thinking in high school courses,"Allan, Vicki and Barr, Valerie and Brylow, Dennis and Hambrusch, Susanne",2010
Computational thinking for the sciences: a three day workshop for high school science teachers,"Ahamed, Sheikh Iqbal and Brylow, Dennis and Ge, Rong and Madiraju, Praveen and Merrill, Stephen J. and Struble, Craig A. and Early, James P.",2010
Computational thinking and interdisciplinary encounters: keynote address,"Dourish, Paul",2010
Computational science: A kaleidoscopic view into science,Peter M.A. Sloot,2010
Can computational thinking reduce marginalization in the future Internet?,"Wentworth, Peter",2010
BingBee @ RaglanRoad - A field trial with unattended educational kiosks,"Wentworth, Peter",2010
Assessing and refining an undergraduate computational science curriculum,J. Russell Manson and Robert J. Olsen,2010
A framework for computational thinking across the curriculum,"Perkovi\'{c}, Ljubomir and Settle, Amber and Hwang, Sungsoon and Jones, Joshua",2010
A computational introduction to STEM studies,"Freudenthal, Eric and Ogrey, Alexandria N. and Roy, Mary K. and Siegel, Alan",2010
Work in progress — Vertically integrated teams to inspire student interest in computing,"Hislop, Gregory W. and Towhidnejad, Massood and Marcy, William M.",2011
Work in progress — Integrating computational and engineering thinking through online design and simulation of multidisciplinary systems,"Magana, Alejandra J. and Marepalli, Prabhakar and Clark, Jason V.",2011
Ubiquity symposium: Computation and Computational Thinking,"Aho, Alfred V.",2011
The research on online independent learning model based on computational thinking,"Zhou, Xiongjun",2011
The research of situational teaching mode of programming in high school with Scratch,"Wang, Xiaoxia and Zhou, Zhurong",2011
The computational thinking across the curriculum workshop,"Settle, Amber",2011
Teaching Computing to STEM Students via Visualization Tools,Hongmei Chi and Harsh Jain,2011
Teaching computational thinking to non-computing majors using spreadsheet functions,"Yeh, Kuo-Chuan and Xie, Ying and Ke, Fengfeng",2011
Teaching and research on assembly language for computational thinking,"Yin, Li-jie and Zuo, Rui-xin and Zhao, Yang",2011
Tailor-made small simulator for a drum boiler control based on linear techniques,"Prego, Juan José Gude and Seisdedos, Luis Vázquez",2011
Social computational thinking tools: reinventing computation education in public schools,"Repenning, Alexander",2011
Session details: Computational thinking,"Pala, Jill",2011
Research of VB programming teaching mode based on the core of computational thinking ability training,"Zhang, Chunying and Chen, Xiao and Li, JianJing",2011
Recognizing computational thinking patterns,"Basawapatna, Ashok and Koh, Kyu Han and Repenning, Alexander and Webb, David C. and Marshall, Krista Sekeres",2011
Pushing the Boundaries of Transdisciplinary Science Through Cyber-Enabled Research,Fahmida N. Chowdhury and Kelly Joyce,2011
Measuring achievement of ICT competency for students in Korea,Seung Eun Cha and Soo Jin Jun and Dai Yong Kwon and Han Sung Kim and Seung Bum Kim and Ja Mee Kim and Young Ae Kim and Sun Gwan Han and Soon Sik Seo and Woo Cheon Jun and Hyun Cheol Kim and Won Gyu Lee,2011
Making programming more conversational,"Repenning, Alexander",2011
Making physics education more relevant and accessible via computation and eTextBooks,Rubin H. Landau and Manuel J. Paez and Cristian Bordeianu and Sally Haerer,2011
Introducing computational thinking in education courses,"Yadav, Aman and Zhou, Ninger and Mayfield, Chris and Hambrusch, Susanne and Korb, John T.",2011
Integrate social simulation content with game designing curriculum to foster computational thinking,"Chang, Chih-Kai",2011
Injecting computational thinking into career explorations for middle school girls,"Webb, Heidi C.",2011
Initial experience with a computational thinking course for computer science students,"Kafura, Dennis and Tatar, Deborah",2011
Four-layer framework for combinatorial optimization problems domain,Mark Sh. Levin,2011
eScience: Building our Body of Knowledge,Valerie Maxville,2011
CS1 students' understanding of computational thinking concepts,"Qualls, Jake A. and Grant, Michael M. and Sherrell, Linda B.",2011
Conversational programming in action,"Repenning, Alexander",2011
Computing learning acquisition?,"Bennett, Vicki and Koh, KyuHan and Repenning, Alexander",2011
Computational Thinking Is Becoming One of the Three Rs,"Day, Charles",2011
Computational thinking in a game design course,"Settle, Amber",2011
Computational thinking for youth in practice,"Lee, Irene and Martin, Fred and Denner, Jill and Coulter, Bob and Allan, Walter and Erickson, Jeri and Malyn-Smith, Joyce and Werner, Linda",2011
Computational Thinking and Expository Writing in the Middle School,"Wolz, Ursula and Stone, Meredith and Pearson, Kim and Pulimood, Sarah Monisha and Switzer, Mary",2011
Computational thinking and computer fundamental education,Lina Wang,2011
Computational thinking: what it might mean and what we might do about it,"Hu, Chenglie",2011
Computational thinking: modeling applied to the teaching and learning of English,"Howell, Linda and Jamba, Lisa and Kimball, A. Samuel and Sanchez-Ruiz, Arturo",2011
Computational thinking,"Wing, Jeannette M.",2011
Collaborative teaching of globally distributed software development: community building workshop (CTGDSD 2011),"Faulk, Stuart and Young, Michal and Weiss, David and Yu, Lian",2011
Changing perceptions of computer science and computational thinking among high school teachers,"Morreale, Patricia and Joiner, David",2011
Bringing computational thinking to K-12: what is Involved and what is the role of the computer science education community?,"Barr, Valerie and Stephenson, Chris",2011
Algorithmic composition: computational thinking in music,"Edwards, Michael",2011
A study of the Classified teaching of “Fundamentals of Information Technology” course based on computational thinking,"Chun-Hong, Wang and Qiao-Ling, Wang",2011
A novel interdisciplinary course in gerontechnology for disseminating computational thinking,"Yang, Hen-I and Martin, Peter and Satterfield, Debra and Babbitt, Ryan and Wong, Johnny and Shelley, Mack and Chang, Carl K.",2011
A model for piloting pathways for computational thinking in a general education curriculum,"Dierbach, Charles and Hochheiser, Harry and Collins, Samuel and Jerome, Gerald and Ariza, Christopher and Kelleher, Tina and Kleinsasser, William and Dehlinger, Josh and Kaza, Siddharth",2011
Young Russian researchers take up challenges in the computational sciences,Peter M.A. Sloot and Alexander V. Boukhanovsky,2012
Workshop: It's more than coding- using video scenarios to engage students in computing,"Spezialetti, Madalene",2012
Work in progress: Teaching computational thinking in middle and high school,"Yevseyeva, Kristina and Towhidnejad, Massood",2012
Work in progress: STEM-based computing educational resources on the web,"Ringenberg, Tatiana and Magana, Alejandra J.",2012
Work in progress: Integrating computation across engineering curricula: Preliminary impact on students,"Vergara, Claudia E. and Briedis, Daina and Buch, Neeraj and Esfahanian, Abdol-Hossein and Sticklen, Jon and Urban-Lurain, Mark and Paquette, Louise and Dresen, Cindee and Frazier, Kysha",2012
Work in progress: ACTIVATE: Advancing computing and technology interest and innovation through teacher education,"Cortina, Thomas J. and Dann, Wanda P. and Frieze, Carol and Ciminillo, Cara and Tananis, Cynthia and Trahan, Keith",2012
What do Players (Think They) Learn in Games?,Selen Turkay and Sonam Adinolf,2012
Using Microworlds to Introduce Programming to Novices,"Papadopoulos, Yannis and Tegos, Stergios",2012
Training for computational thinking capability on programming language teaching,"Yinnan, Zhang and Chaosheng, Luo",2012
The fairy performance assessment: measuring computational thinking in middle school,"Werner, Linda and Denner, Jill and Campe, Shannon and Kawamoto, Damon Chizuru",2012
Teaching Computational Thinking in initial series An analysis of the confluence among mathematics and Computer Sciences in elementary education and its implications for higher education,"Barcelos, Thiago Schumacher and Silveira, Ismar Frango",2012
Taking Database Design as Trunk Line of Database Courses,"Juxiang, Ren and Zhihong, Nan",2012
Sin Valor,Xiao-Shan Gao and Deepak Kapur,2012
Reflections on a Symposium on Computation,"Denning, Peter J.",2012
Promoting computational thinking with programming,"Selby, Cynthia C.",2012
Pedagogical Analysis of Educational Digital Storytelling Environments of the Last Five Years,Panagiotis Psomos and Maria Kordaki,2012
Measuring the impact of computational thinking workshops on high school teachers,"Morreale, Patricia and Goski, Catherine and Jimenez, Luis and Stewart-Gardiner, Carolee",2012
Math on a sphere: using public displays to support children's creativity and computational thinking on 3D surfaces,"Hsi, Sherry and Eisenberg, Michael",2012
Looking for the future in the past: Long-term change in socioecological systems,C. Michael Barton and Isaac I.T. Ullah and Sean M. Bergin and Helena Mitasova and Hessam Sarjoughian,2012
Learning Programming at the Computational Thinking Level via Digital Game-Play,Cagin Kazimoglu and Mary Kiernan and Liz Bacon and Lachlan MacKinnon,2012
IT problem solving: an implementation of computational thinking in information technology,"L'Heureux, Jaime and Boisvert, Deborah and Cohen, Robert and Sanghera, Kamaljeet",2012
Introducing Life Science Doctoral Students in Oz to the Wizardry of Computational Modeling: Introducing Computational Thinking with CellDesigner™,George W. Shiflet and Angela B. Shifleta,2012
Interdisciplinary experiments in and perspectives on computational thinking,Sin Valor,2012
Infusing computational thinking into the middle- and high-school curriculum,"Settle, Amber and Franke, Baker and Hansen, Ruth and Spaltro, Frances and Jurisson, Cynthia and Rennert-May, Colin and Wildeman, Brian",2012
Information technology use and creativity: Findings from the Children and Technology Project,Linda A. Jackson and Edward A. Witt and Alexander Ivan Games and Hiram E. Fitzgerald and Alexander {von Eye} and Yong Zhao,2012
Implementing a new Computer Science Curriculum for middle school in Israel,"Bargury, Iris Zur and Haberman, Bruria and Cohen, Avi and Muller, Orna and Zohar, Doron and Levy, Dalit and Hotoveli, Reuven",2012
Helping Novice Programmers to Bootstrap in the Cloud: Incorporating Support for Computational Thinking into the Game Design Process,"Ahmadi, Navid and Jazayeri, Mehdi and Landoni, Monica",2012
From computational thinking to computational values,"Abelson, Hal",2012
Documentation comes to life in computational thinking acquisition with agentsheets,"Mota, Marcelle Pereira and Faria, Leonardo Serra and de Souza, Clarisse Sieckenius",2012
Diagnosing steam production systems on their multivariable steady states,J.M. Blanco and L. Vazquez and F. Peña and D. Diaz,2012
Development and Application of a Simulation Environment (NEO) for Integrating Empirical and Computational Investigations of System-Level Complexity,"Izurieta, Clemente and Poole, Geoffrey and Payn, Robert A. and Griffith, Isaac and Nix, Ryan and Helton, Ashley and Bernhardt, Emily and Burgin, Amy J.",2012
CTArcade: learning computational thinking while training virtual characters through game play,"Lee, Tak Yeon and Mauriello, Matthew Louis and Ingraham, John and Sopan, Awalin and Ahn, June and Bederson, Benjamin B.",2012
Computer games created by middle school girls: Can they be used to measure understanding of computer science concepts?,Jill Denner and Linda Werner and Eloy Ortiz,2012
Computational thinking outreach: reaching across the K-12 curriculum,"Pokorny, Kian L. and White, Nathan",2012
Computational thinking and creative practice,"Blackwell, Alan",2012
Computation and Computational Thinking,"Aho, Alfred V.",2012
Chapter 6 - Biocompatibility of SiC for Neurological Applications,Christopher L. Frewin and Chris Locke and Stephen E. Saddow and Edwin J. Weeber,2012
Blocks languages for creating tangible artifacts,"Turbak, Franklyn and Sandu, Smaranda and Kotsopoulos, Olivia and Erdman, Emily and Davis, Erin and Chadha, Karishma",2012
Algo.Rhythm: computational thinking through tangible music device,"Peng, Huaishu",2012
Abenteuer informatik: hands-on exhibits for learning about computational thinking,"Gallenbacher, Jens",2012
A Unified Approach to Teach Computational Thinking for First Year Non–CS Majors in an Introductory Course,Tun Li and Ting Wang,2012
A Serious Game for Developing Computational Thinking and Learning Introductory Computer Programming,Cagin Kazimoglu and Mary Kiernan and Liz Bacon and Lachlan Mackinnon,2012
WISEngineering: Supporting precollege engineering design and mathematical understanding,Jennifer L. Chiu and Peter T. Malcolm and Deborah Hecht and Crystal J. DeJaegher and Edward A. Pan and Michael Bradley and M. David Burghardt,2013
Will it stick? exploring the sustainability of computational thinking education through game design,"Koh, Kyu Han and Repenning, Alexander and Nickerson, Hilarie and Endo, Yasko and Motter, Pate",2013
Using scaffolded examples to teach computational thinking concepts,"Webb, Heidi and Rosson, Mary Beth",2013
Using backwards design process for the design and implementation of computer science (CS) principles: A case study of a colombian elementary and secondary teacher development program,"Vieira, Camilo and Magana, Alejandra J.",2013
The zones of proximal flow: guiding students through a space of computational thinking skills and challenges,"Basawapatna, Ashok R. and Repenning, Alexander and Koh, Kyu Han and Nickerson, Hilarie",2013
The social turn in K-12 programming: moving from computational thinking to computational participation,"Kafai, Yasmin B. and Burke, Quinn",2013
The simulation creation toolkit: an initial exploration into making programming accessible while preserving computational thinking,"Basawapatna, Ashok Ram and Repenning, Alexander and Lewis, Clayton H.",2013
Students organizing against pollution: computational thinking across boundaries,"Qureshi, Shahzore and Estevez, Francisco and Pulimood, Sarah Monisha",2013
Sin Valor,Sin Valor,2013
Session details: Paper - computational thinking,"Lang, Catherine",2013
Robust evaluation for a maturing field: The train the teacher method,Judy Robertson and Andrew Macvean and Katy Howland,2013
Robobuilder: a computational thinking game (abstract only),"Weintrop, David and Wilensky, Uri",2013
Propagation & level: Factors influencing in the ICT composite index at the school level,Hiroyuki Aoki and JaMee Kim and WonGyu Lee,2013
Preface,Sin Valor,2013
Modeling the learning progressions of computational thinking of primary grade students,"Seiter, Linda and Foreman, Brendan",2013
Logistics of moving from computer fluency to computational thinking (abstract only),"Sobolewska, Monika",2013
Introducing: Computational Science,Valerie Maxville,2013
Innovative practices teaching mode research of the fundamentals of computer,"Zhao, Yan jun and Zhang, Chun ying and Li Min jie and Wang, Jing",2013
Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,"Miller, L. Dee and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Ramsay, Stephen and Hazley, Melissa Patterson",2013
High school computing teachers' beliefs and practices: A case study,Maria Kordaki,2013
Goal attainment on long tail web sites: An information foraging approach,J.A. McCart and B. Padmanabhan and D.J. Berndt,2013
From Minecraft to Minds,"Booch, Grady",2013
From Computational Thinking to AI Thinking [A letter from the editor],"Zeng, Daniel",2013
First year student performance in a test for computational thinking,"Gouws, Lindsey and Bradshaw, Karen and Wentworth, Peter",2013
Engaging and motivating computing activities with computational thinking concepts you can use,"Webb, Heidi",2013
DISSECT: integrating computational thinking in the traditional K-12 curricula through collaborative teaching (abstract only),"Hug, Sarah and Sandry, Josh and Vordermann, Ryan and Pontelli, Enrico and Wright, Ben",2013
Discussing the Challenges Related to Deployment of Computational Thinking in Brazilian Basic Education,"Carvalho, Tainã and Andrade, Daiane and Silveira, Jayne and Auler, Victor and Cavalheiro, Simone and Aguiar, Marilton and Foss, Luciana and Pernas, Ana and Reiser, Renata",2013
Difficulties of items related to energy and matter: Implications for learning progression in high school chemistry,Xiufeng Liu,2013
CS4Impact: measuring computational thinking concepts present in CS4HS participant lesson plans,"Bort, Heather and Brylow, Dennis",2013
cs4fn and computational thinking unplugged,"Curzon, Paul",2013
Computing creativity: divergence in computational thinking,"Bennett, Vicki E. and Koh, KyuHan and Repenning, Alexander",2013
Computational thinking skills in Dutch secondary education,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van de Grift, Wim and Stoker, Idzard",2013
Computational thinking in educational activities: an evaluation of the educational game light-bot,"Gouws, Lindsey Ann and Bradshaw, Karen and Wentworth, Peter",2013
Computational thinking in CS teaching materials: a pilot study,"Barendsen, Erik and Stoker, Idzard",2013
Computational thinking and practice: a generic approach to computing in Danish high schools,"Caspersen, Michael E. and Nowack, Palle",2013
Computational Thinking: Possibilities and Challenges,"Ribeiro, Leila and Nunes, Daltro José and Cruz, Marcia Kniphoff da and Matos, Ecivaldo de Souza",2013
Chapter 5 - CUDA Memories,David B. Kirk and Wen-mei W. Hwu,2013
Chapter 21 - Conclusion and Future Outlook,David B. Kirk and Wen-mei W. Hwu,2013
Chapter 1 - Introduction,David B. Kirk and Wen-mei W. Hwu,2013
Chapter 13 - Parallel Programming and Computational Thinking,David B. Kirk and Wen-mei W. Hwu,2013
Chapter 11 - Application Case Study: Advanced MRI Reconstruction,David B. Kirk and Wen-mei W. Hwu,2013
Challenges in the implementation of a competency-based curriculum in Spain,Beatriz Crujeiras and María Pilar Jiménez-Aleixandre,2013
Can utilizing social media and visual programming increase retention of minorities in programming classes?,"Taylor, Khallai",2013
Beyond computer science: computational thinking across disciplines,"Settle, Amber and Goldberg, Debra S. and Barr, Valerie",2013
An informatics perspective on computational thinking,"Walden, James and Doyle, Maureen and Garns, Rudy and Hart, Zachary",2013
Alternate realities for computational thinking,"Doore, Karen",2013
Acknowledgements,David B. Kirk and Wen-mei W. Hwu,2013
A visual robot-programming environment for multidisciplinary education,"Cross, Jennifer and Bartley, Christopher and Hamner, Emily and Nourbakhsh, Illah",2013
A pragmatic approach to develop computational thinking skills in novices in Computing Education,"Philip, Mintu and Renumol, V. G. and Gopeekrishnan, R",2013
A meta-model for dataflow-based rules in smart environments: Evaluating user comprehension and performance,Alejandro Catala and Patricia Pons and Javier Jaen and Jose A. Mocholi and Elena Navarro,2013
A media-reduced approach towards informatics at primary level,"Antonitsch, Peter K. and Gigacher, Cornelia and Hanisch, Liselotte and Sabitzer, Barbara",2013
A longitudinal study of the effects of a high school robotics and computational thinking class on academic achievement (WIP),"Ko, Pat",2013
3rd International workshop on collaborative teaching of globally distributed software development (CTGDSD 2013),"Faulk, Stuart and Young, Michal and Prikladnicki, Rafael and Weiss, David M. and Yu, Lian",2013
Use of cutting edge educational tools for an initial programming course,"Giordano, Daniela and Maiorana, Francesco",2014
The consume - create spectrum: balancing convenience and computational thinking in stem learning,"Basawapatna, Ashok Ram and Repenning, Alexander and Koh, Kyu Han and Savignano, Mark",2014
The calculation thinking training system research for C program based on B/S mode,Jingye Qu,2014
Teaching mode reform and exploration on the University Computer Basic based on Computational thinking training in Network Environment,Boqin Liu and Junmei He,2014
Teaching method based on computational thinking a case research,Shuiyan He and Yongmin Hang and Yi Ding,2014
Teaching Computational Thinking by Playing Games and Building Robots,"Roscoe, Jonathan Francis and Fearn, Stephen and Posey, Emma",2014
Talking in the Zooniverse: A collaborative tool for citizen scientists,"Fortson, Lucy and Lynn, Stuart",2014
Taking Computer Science and Programming into Schools: The Glyndŵr/BCS Turing Project,Vic Grout and Nigel Houlden,2014
Studio K: a game development environment designed for gains in computational thinking (abstract only),"Anton, Gabriella and Berland, Matthew",2014
Session details: Focus on K-12: outreach and computational thinking,"Javidi, Giti",2014
Scratching the surface of digital literacy… but we need to go deeper,"Bustillo, Jon and Garaizar, Pablo",2014
Role of automation in the examination of handwritten items,Sargur N. Srihari and Kirsten Singer,2014
Review on teaching and learning of computational thinking through programming: What is next for K-12?,Sze Yee Lye and Joyce Hwee Ling Koh,2014
Research into the computational thinking for the teaching of computer science,"Li, Ying",2014
Refactoring courseware to engage undergraduates in computational thinking across boundaries,"Pulimood, S. Monisha and Pearson, Kim and Bates, Diane",2014
Real Time Assessment of Computational Thinking,"Koh, Kyu Han and Basawapatna, Ashok and Nickerson, Hilarie and Repenning, Alexander",2014
RaBit EscAPE: a board game for computational thinking,"Apostolellis, Panagiotis and Stewart, Michael and Frisina, Chris and Kafura, Dennis",2014
Principles of a debugging-first puzzle game for computing education,"Lee, Michael J. and Bahmani, Faezeh and Kwan, Irwin and LaFerte, Jilian and Charters, Polina and Horvath, Amber and Luor, Fanny and Cao, Jill and Law, Catherine and Beswetherick, Michael and Long, Sheridan and Burnett, Margaret and Ko, Amy J.",2014
Model-based thinking and practice: a top-down approach to computational thinking,"Nowack, Palle and Caspersen, Michael E.",2014
Mobile computational thinking with app inventor 2 (abstract only),"Turbak, Franklyn and Martin, Fred and Pokress, Shaileen Crawford and Morelli, Ralph and Sherman, Mark and Wolber, David",2014
Mobile computational thinking with APP inventor 2,"Turbak, Franklyn and Pokress, Shaileen Crawford and Sherman, Mark",2014
Minimal role playing logic in Role-Based Collaboration,"Liu, Dongning and Teng, Shaohua and Zhu, Haibin and Tang, Yong",2014
Kodu alice and computer science unplugged: a model of effective introducing middle school students to computer science and computational thinking (abstract only),"Marghitu, Daniela and Thomas, Lavaris and Rawajfih, Yasmeen and Hall, Jillian and Marshall, Andrew",2014
Introducing teachers to computational thinking using unplugged storytelling,"Curzon, Paul and McOwan, Peter W. and Plant, Nicola and Meagher, Laura R.",2014
Introducing computational thinking through stealth teaching,"Towhidnejad, M. and Kestler, C. and Jafer, S. and Nicholas, V.",2014
Integrating computational thinking across the K--8 curriculum,"Lee, Irene and Martin, Fred and Apone, Katie",2014
Integrating computational and creative thinking to improve learning and performance in CS1,"Miller, L. D. and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Hazley, Melissa Patterson",2014
Instructional Media and Teaching Methods for Engaging Children with Computer Programming,"Garneli, Varvara",2014
Informatics concepts for primary education: preparing children for computational thinking,"Sabitzer, Barbara and Antonitsch, Peter K. and Pasterk, Stefan",2014
