Title,Autor,Year
CT Readiness for All: Studying a Framework for Supporting Schoolwide Computational Thinking Integration Across Elementary Curricula,"Sherwood, Heather and Moeller, Babette and Fancsali, Cheri",2024
Designing for Equity in Education Via Computational Thinking: A Case Study,"Yamaguchi, Ryoko and Eaton, Cyntrica",2024
"Champion, Collaborator, Curator, Anchor: Supporting K-12 Teachers to Integrate Computational Thinking","Coenraad, Merijke and Rangel, Alessandra and Burke, Quinn and Mills, Kelly and Ruiz, Pati and Dunbar, Kyle",2024
Study on Mode of Cultivating Computational Thinking in Online Teaching of Information Technology:A Quasi-Experimental Study,"Yang, Hairu and Liang, Zhou and Ma, Mingyue and Zhang, Xiaoyu and Fu, Yan and Zhang, Yongmei",2024
"Enhancing Computational Thinking with 3D printing: Imagining, designing, and printing 3D objects to solve real-world problems.","Grizioti, Marianthi and Kynigos, Chronis and Nikolaou, Maria-Stella",2024
Factors That Predict K-12 Teachers' Ability to Apply Computational Thinking Skills,"Tagare, Deepti",2024
Validation of a Bebras-Based Test to Assess Computational Thinking Abilities in First-Year College Students,"Meza, Federico and V\'{a}squez, Andrea and San Mart\'{\i}n, Daniel",2024
Bridging the Gap: Computational Thinking as a Pathway to Equitable Math Education for Neurodiverse Learners,"Kastelein, Kate and Dawson, Kelsie and Tate, Rhonda",2024
Strengthening Computational Thinking within Upper Elementary Classrooms: A Strategy for Broadening Participation in Computer Science,"Sayler, Ben and Anderson, Ann and Caffee, Hannah and Carroll, Becky and Hammel, Koreen and Her Many Horses, Ian and Kertzman, Deann and Lange, Pamela and Myers, Rebecca and Reiner, Nicol and Uhre-Balk, Nicole and Webber, Kimberly",2024
Supporting Teacher Understanding of Computational Thinking Integration into Early Elementary Curricula,"Sherwood, Heather and Kaiser, Alice and Ferguson, Camille and Negron, Anthony and Ferrer, Ray and Labonte, Don",2024
The Construction and Application of A Blended Contextual Teaching Model for Computational Thinking Development,"Yang, Hairu and Shao, Yanru and Liu, Yuqi and Dong, Jiamin and Li, Qiuhong and Chen, Yipan",2024
Encouraging the Development of Computational Thinking Skills through Structured Dance Activities (Discussion Paper),"Fairlie, Fiona",2024
Towards the Unification of Computational Thinking and EUDability: Two Cases from Healthcare,"Barricelli, Barbara Rita and Fogli, Daniela and Gargioni, Luigi and Locoro, Angela and Valtolina, Stefano",2024
The Integration of Computational Thinking and Making in the Classroom,"Magda, David and Gardner-McCune, Christina and Jimenez, Yerika and Chu, Sharon and Kulkarni, Abhishek",2024
Infusing Computational Thinking into a Computer Science Gateway Course,"Benkarroum, Younes and Azhar, Mohammad Q.",2024
Using Computational Thinking to Demystify Computer Science for Elementary Teachers,"Levitt, Diane and Garfus-Knowles, Dylana and Khuu, Wyman and Siddappa, Sara",2024
The Association between Computational Thinking and Mental Models in Talented Children (Doctoral Consortium),"Kunz, Katrin",2024
Collaborative Approaches for Effective and Sustainable Integration of Computational Thinking Educational Strategies,"Paludo, Giulia and Montresor, Alberto",2024
Using Problem-Driven Learning to Teach Computational Thinking in CS1,"Chang, Rocky K. C.",2024
Building Awareness of Computational Thinking Pathways across a Large School District,"Rangel, Alessandra and Coenraad, Merijke and Ruiz, Pati and Dunbar, Kyle and Milenkovic, Lisa and Arriola, Sheryl and Marousky, Annmargareth",2024
Investigating the Impact of Programming Activities on Computational Thinking and AI Literacy in Spanish Schools,"Moreno-Le\'{o}n, Jesus and Vasco-Gonz\'{a}lez, Margarita and Rom\'{a}n-Gonz\'{a}lez, Marcos and Robles, Gregorio",2024
Computational Thinking on Mathematical Problem-Solving: Bibliometric Theme and Aspect,"Susanti, Reni Dwi and Lukito, Agung and Ekawati, Rooselyna",2024
Computational Thinking in STEM Teaching: Preservice Teachers' Conceptualizations and Practices,"Wei, Wei and Ha, Jesse and Gomez, Kimberley and Ghosh, Anuradha",2024
Designing Project-based learning experiences to integrate Computational Thinking skills at Teacher Colleges,"Simmonds, Jocelyn and Hitschfeld-Kahler, Nancy and Scheihing, Eliana and Henriquez, Valeria and Munoz, Valentin and Casanova, Cecilia and Torrent, Catalina and Contreras, Paulo and Mercado, Karen and Estrada, Daniel and Marquez, Lucia",2024
Embracing Mathematical Conjecture Through Coding and Computational Thinking,"Castle, Sarah D.",2024
Towards Computing Education for Lifelong Learners: Exploring Computational Thinking Unplugged Approaches,"Agbo, Friday Joseph and Everetts, Connor",2024
Improvement of Computational Thinking skills through unplugged activities in Upper Secondary Education,"Benavides-Escola, Christian Andr\'{e}s and Mart\'{\i}n-Barroso, Estefan\'{\i}a and Zapata-C\'{a}ceres, Mar\'{\i}a and Rom\'{a}n-Gonz\'{a}lez, Marcos",2024
Appalachian Ingenuity and the Need for Rurally Sustaining Computational Thinking Pathways,"Dunbar, Kyle M. and Coenraad, Merijke and Iwatani, Emi",2024
Use of Computational Thinking Skills when solving Bebras Tasks: a Think-aloud Study,"de Jong, Imke and Sichterman, Bo and Jeuring, Johan",2024
Computational Thinking Assessment Tools: A Systematic Review of the Literature (Initial Findings).,"Sheridan, Frances and Stynes, Paul and Pathak, Pramod and Quille, Keith",2024
Professional Development in Computational Thinking: A Systematic Literature Review,"Espinal, Alejandro and Vieira, Camilo and Magana, Alejandra J.",2024
Computational Thinking for Self-Regulated Learning,"Pasterk, Stefan and Benke, Gertraud",2024
Introducing Computational Thinking and Computer Science Instruction to Preservice Science and Math Teachers,"Guo, Meize and Yun, Minji and Israel, Maya",2025
Scaling Up Collaborative Dialogue Analysis: An AI-driven Approach to Understanding Dialogue Patterns in Computational Thinking Education,"Yin, Stella Xin and Liu, Zhengyuan and Goh, Dion Hoe-Lian and Quek, Choon Lang and Chen, Nancy F.",2025
Developing a Digital Game to Assess Lower Primary Students' Computational Thinking Practices based on Evidence-Centered Game Design,"Luo, Qi and Zhang, Shuhan",2025
On Teaching Novices Computational Thinking by Utilizing Large Language Models Within Assessments,"Hassan, Mohammed and Chen, Yuxuan and Denny, Paul and Zilles, Craig",2025
TeachVR: An Immersive Virtual Reality Framework for Computational Thinking based on Student Preferences,"Wee, Chyanna and Wang, Lillian Yee Kiaw and Ong, Huey Fang",2025
"Integrating Computational Thinking, Project-Based Learning, and Cultural Heritage for Rural Middle School Students","Dunbar, Kyle M. and Coenraad, Merijke and Iwatani, Emi",2025
OntoCnE &amp; Neuroeducation Guidelines: An approach to developing Computational Thinking,"Ara\'{u}jo, Cristiana and Henriques, Pedro Rangel and Cerqueira, Jo\~{a}o Jos\'{e}",2025
Analyzing Computational Thinking Gameplay: Identifying Struggles and the Role of Experience,"Veng, Sotheara and Zhang, Yifan and Bergwall, Ekaterina and Rutherford, Teomara",2025
Assessing Elementary Teachers' Knowledge of Integrated Computational Thinking,"Joshi, Deepti and Joswick, Candace and Albert, Jennifer and Jocius, Robin and Blanton, Melanie and Petrulis, Robert and Dawson, Trent",2025
