Title,Autor,Year
Character animation and embodiment in teaching computational thinking,"J\""{o}rg, Sophie and Leonard, Alison E. and Babu, Sabarish and Gundersen, Kara and Parmar, Dhaval and Boggs, Kevin and Daily, Shaundra Bryant",2014
Computational thinking curriculum development for upper elementary school classes,"Hill, Charlotte",2014
Effectiveness of a computational thinking (CS0) course on student analytical skills,"Van Dyne, Michele and Braun, Jeffrey",2014
Mobile computational thinking with APP inventor 2,"Turbak, Franklyn and Pokress, Shaileen Crawford and Sherman, Mark",2014
Mobile computational thinking with app inventor 2 (abstract only),"Turbak, Franklyn and Martin, Fred and Pokress, Shaileen Crawford and Morelli, Ralph and Sherman, Mark and Wolber, David",2014
Computational Thinking in K-9 Education,"Mannila, Linda and Dagiene, Valentina and Demo, Barbara and Grgurina, Natasa and Mirolo, Claudio and Rolandsson, Lennart and Settle, Amber",2014
Integrating computational thinking across the K--8 curriculum,"Lee, Irene and Martin, Fred and Apone, Katie",2014
Cultural appropriation of computational thinking acquisition research: seeding fields of diversity,"de Souza, Clarisse S. and Salgado, Luciana C. and Leit\~{a}o, Carla F. and Serra, Martha M.",2014
Computational thinking skills in dutch secondary education: exploring teacher's perspective,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van Veen, Klaas and Stoker, Idzard",2014
Computational Thinking in Elementary and Secondary Teacher Education,"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",2014
Computational thinking skills in dutch secondary education: exploring pedagogical content knowledge,"Grgurina, Nata\v{s}a and Barendsen, Erik and Zwaneveld, Bert and van Veen, Klaas and Stoker, Idzard",2014
Introducing teachers to computational thinking using unplugged storytelling,"Curzon, Paul and McOwan, Peter W. and Plant, Nicola and Meagher, Laura R.",2014
Computational thinking for all: the power and the peril,"Panoff, Robert Michael",2014
Early validation of computational thinking pattern analysis,"Koh, Kyu Han and Nickerson, Hilarie and Basawapatna, Ashok and Repenning, Alexander",2014
Computational thinking: expanding the toolkit,"Imberman, Susan P. and Sturm, Deborah and Azhar, Mohammad Q.",2014
KELP CS and LaPlaya: A Computational Thinking Curriculum and Development Environment for 4th - 6th Grade (Abstract Only),"Franklin, Diana and Dwyer, Hilary A.",2015
Computing in the Classroom: A Workshop for Teachers to Infuse Computational Thinking into K-12 Classrooms (Abstract Only),"Kurt-Peker, Yesem and Ray, Lydia and Hodhod, Rania and Khan, Shamim",2015
Programming: a key component of computational thinking in CS courses for non-majors,"Cooper, Stephen and Dann, Wanda",2015
STEM Ccareers Inforgaphic Project (SCIP): Teaching Media-Based Computational Thinking Practices (Abstract Only),"Kos, Brittany Ann and Sims, Elizabeth",2015
A Work in Progress Paper: Evaluating a Microworlds-based Learning Approach for Developing Literacy and Computational Thinking in Cross-curricular Contexts,"Jenkins, Craig",2015
Code and tell: assessing young children's learning of computational thinking using peer video interviews with ScratchJr,"Portelance, Dylan J. and Bers, Marina Umaschi",2015
Students Want to Create Apps: Leveraging Computational Thinking to Teach Mobile Software Development,"Fronza, Ilenia and El Ioini, Nabil and Corral, Luis",2015
ENGAGE: A Game-based Learning Environment for Middle School Computational Thinking,"Boyer, Kristy and Buffum, Philip Sheridan and Culbertson, Kirby and Frankosky, Megan and Lester, James and Martinez-Arocho, Allison and Min, Wookhee and Mott, Bradford and Rodriguez, Fernando and Wiebe, Eric",2015
Computational thinking in a non-majors CS course requires a programming component,"Walker, Henry M.",2015
"Relationships: computational thinking, pedagogy of programming, and Bloom's Taxonomy","Selby, Cynthia C.",2015
Entry: visual programming to enhance children's computational thinking,"Han, Ahyoung and Kim, Jihyun and Wohn, Kwangyun",2015
Computational thinking in Greenfoot: AI game strageties for CS1: conference workshop,"Jonas, Michael and Sabin, Mihaela",2015
Evaluating Scratch Programs to Assess Computational Thinking in a Science Lesson (Abstract Only),"Albert, Jennifer and Peddycord III, Barry and Barnes, Tiffany",2015
Developing Computational Thinking Through Image Making and Constructionist Learning (Abstract Only),"Fordham, Eileen and Freger, Halley and Hinchman-Dominguez, Amanda and Mitchell, Alexander and Rebelsky, Daniel and Tsou, Victoria and Wheeler, Earnest and Wolter, Zoe and Rebelsky, Samuel A.",2015
Computational Thinking Meets Design Thinking: Technology and Arts Collaborations,"Brunvand, Erik",2015
Using Interface Design to Develop Computational Thinking Skills,"Calderon, Ana C. and Crick, Tom",2015
Exploring Students' Computational Thinking Skills in Modeling and Simulation Projects: a Pilot Study,"Grgurina, Nata\v{s}a and Barendsen, Erik and van Veen, Klaas and Suhre, Cor and Zwaneveld, Bert",2015
Developing computational thinking through pattern recognition in early years education,"Calderon, Ana C. and Crick, Tom and Tryfona, Catherine",2015
Assessments for Computational Thinking in K-12 (Abstract Only),"Grover, Shuchi and Bienkowski, Marie and Snow, Eric",2015
"""Computer Science, Academia and Industry"" as pedagogical model to enhance Computational thinking","Meerbaum-Salant, Orni and Haberman, Bruria and Pollack, Sarah",2015
Exploring concurrency on computational thinking tools,"Slaviero, Cleyton and Haeusler, Edward Hermann",2015
The assessment of mobile computational thinking,"Sherman, Mark and Martin, Fred",2015
Situating Computational Thinking with Big Data: Pedagogy and Technology (Abstract Only),"Bart, Austin Cory",2015
Design and Preliminary Results From a Computational Thinking Course,"Kafura, Dennis and Bart, Austin Cory and Chowdhury, Bushra",2015
From computational thinking to computational making,"Rode, Jennifer A. and Marshall, Andrea and Weibert, Anne and Aal, Konstantin and von Rekowski, Thomas and Elmimouni, Houda and Sharma, Akshay and Jobs, Jordan and Schleeter, Alexis and Booker, Jennifer",2015
On Pre-requisite Skills for Universal Computational Thinking Education.,"Cole, Elizabeth C.",2015
Grounding Computational Thinking Skill Acquisition Through Contextualized Instruction,"Nickerson, Hilarie and Brand, Catharine and Repenning, Alexander",2015
"Computational Thinking, Inferential Thinking and ""Big Data""","Jordan, Michael I.",2015
From Algorithmic to Computational Thinking: On the Way for Computing for all Students,"Sys\l{}o, Maciej M.",2015
Computational thinking through children's games: an analysis of interaction elements,"Falc\~{a}o, Taciana Pontual and Gomes, Tancicleide C. Sim\~{o}es and Albuquerque, Isabella Rocha",2015
Influence of Gender on Computational Thinking,"Espino, Elisenda Eva Espino and Gonz\'{a}lez, Carina Soledad Gonz\'{a}lez",2015
From computational thinking to computational making,"Rode, Jennifer A. and Weibert, Anne and Marshall, Andrea and Aal, Konstantin and von Rekowski, Thomas and Elmimouni, Houda and Booker, Jennifer",2015
Understanding Collaborative Computational Thinking,"Chowdhury, Bushra",2015
Design Insights into the Creation and Evaluation of a Computer Science Educational Game,"Horn, Britton and Clark, Christopher and Strom, Oskar and Chao, Hilery and Stahl, Amy J. and Harteveld, Casper and Smith, Gillian",2016
"We Have Questions: Pedagogical, Technical, and Procedural Assistance Requests in a Large Computational Thinking Curriculum Research Project (Abstract Only)","Nickerson, Hilarie and Bush, Jeffrey and Endo, Yasko Chanoki",2016
Frogs to Think with: Improving Students' Computational Thinking and Understanding of Evolution in A Code-First Learning Environment,"Guo, Yu and Wagh, Aditi and Brady, Corey and Levy, Sharona T. and Horn, Michael S. and Wilensky, Uri",2016
Smart textile objects and conductible ink as a context for arts based teaching and learning of computational thinking at primary school,"Reimann, Daniela and Maday, Christiane",2016
Beyond the Lab: Using Technology Toys to Engage South African Youth in Computational Thinking,"Lin, Veronica and Shaer, Orit",2016
Code Bits: An Inexpensive Tangible Computational Thinking Toolkit For K-12 Curriculum,"Goyal, Sidhant and Vijay, Rohan S. and Monga, Charu and Kalita, Pratul",2016
Teaching Software Design Engineering Across the K-12 Curriculum: Using Visual Thinking and Computational Thinking,"Fronza, Ilenia and El Ioini, Nabil and Corral, Luis",2016
CTWINS: improving Computational Thinking confidence in educators through paired activities,"Millwood, Richard and Strong, Glenn and Bresnihan, Nina and Cowan, Pamela",2016
"COMPUTING IN SCHOOLSComputer science, computational thinking, programming, coding: the anomalies of transitivity in K-12 computer science education","Armoni, Michal",2016
Personalized contents based on cognitive level of student's computational thinking for learning basic competencies of programming using an environment b-learning,"L\'{o}pez, Arturo Rojas and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",2016
"On Computational Thinking, Inferential Thinking and Data Science","Jordan, Michael I.",2016
Computational Thinking as a Computer Science Education Framework and the Related Effects on Gender Equity,"Good, Jon",2016
From computational thinking to computational participation in K--12 education,"Kafai, Yasmin B.",2016
Session details: Paper Session: Computational Thinking,"Pulimood, Monisha",2016
The Development of Internationalized Computational Thinking Curriculum in Hong Kong Primary Education (Abstract Only),"Wong, Gary K.W. and Zhu, Kening and Ma, Xiaojuan and Huen, John",2016
"A Tangible, Story-Construction Process Employing Spatial, Computational-Thinking","Soleimani, Arash and Green, Keith Evan and Herro, Danielle and Walker, Ian D.",2016
Introducing Computational Thinking to K-5 in a French Context,"Chiprianov, Vanea and Gallon, Laurent",2016
Remixing as a Pathway to Computational Thinking,"Dasgupta, Sayamindu and Hale, William and Monroy-Hern\'{a}ndez, Andr\'{e}s and Hill, Benjamin Mako",2016
Mixed Methods for the Assessment and Incorporation of Computational Thinking in K-12 and Higher Education,"Weese, Joshua Levi",2016
Training Teachers to Integrate Computational Thinking into K-12 Teaching,"Hodhod, Rania and Khan, Shamim and Kurt-Peker, Yesem and Ray, Lydia",2016
Relationship of knowledge to learn in programming methodology and evaluation of computational thinking,"L\'{o}pez, Arturo Rojas and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",2016
"Progress in computational thinking, and expanding the HPC community","Wing, Jeannette M. and Stanzione, Dan",2016
Teaching High School Students Computational Thinking with Hands-on Activities,"Li, Wei-Lin and Hu, Chiu-Fan and Wu, Cheng-Chih",2016
A Study on the Impact of Multidisciplinary Collaboration on Computational Thinking,"Pulimood, Sarah Monisha and Pearson, Kim and Bates, Diane C.",2016
Computational Thinking as a Liberal Study,"Mason, Dave and Khan, Irfan and Farafontov, Vadim",2016
Teacher Feedback on Delivering Computational Thinking in Primary School,"Bell, Tim and Duncan, Caitlin and Atlas, James",2016
"Computational thinking is critical thinking: connecting to university discourse, goals, and learning outcomes","Kules, Bill",2016
"Computational thinking beyond STEM: an introduction to ""moral machines"" and programming decision making in ethics classroom","Seoane-Pardo, Antonio M.",2016
Rethinking computational thinking,CACM Staff,2016
Teaching Computational Thinking Through Bio-Design (Abstract Only),"Okerlund, Johanna and Shaer, Orit and Latulipe, Celine",2016
Assessing Computational Thinking in Students' Game Designs,"Hoover, Amy K. and Barnes, Jackie and Fatehi, Borna and Moreno-Le\'{o}n, Jes\'{u}s and Puttick, Gillian and Tucker-Raymond, Eli and Harteveld, Casper",2016
Developing computational thinking via the visual programming tool: lego education WeDo,"Pinto-Llorente, Ana M and Mart\'{\i}n, Sonia Casillas and Gonz\'{a}lez, Marcos Cabezas and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",2016
Gender and Computational Thinking: Review of the literature and applications,"Espino, Elisenda Eva Espino and Gonz\'{a}lez, Carina Gonz\'{a}lez",2016
From computational thinking to coding and back,"DePryck, Koen",2016
Computational thinking in pre-university education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco J. and Cruz-Benito, Juan",2016
The long quest for computational thinking,"Tedre, Matti and Denning, Peter J.",2016
Does computational thinking correlate with personality? the non-cognitive side of computational thinking,"Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos and Moreno-Le\'{o}n, Jes\'{u}s and Robles, Gregorio",2016
The Solothurn Project: Bringing Computer Science Education to Primary Schools in Switzerland,"Lamprou, Anna and Repenning, Alexander and Escherle, Nora A.",2017
Graph Tasks in Bebras Contest: What does it have to do with gender?,"Budinsk\'{a}, Lucia and Mayerov\'{a}, Karol\'{\i}na",2017
Improving Students' Learning and Achievement in CS Classrooms through Computational Creativity Exercises that Integrate Computational and Creative Thinking,"Shell, Duane F. and Soh, Leen-Kiat and Flanigan, Abraham E. and Peteranetz, Markeya S. and Ingraham, Elizabeth",2017
Flipped Learning of Scratch Programming with code.org,"Kim, Jeong Ah and Kim, Hee Jin",2017
A framework for hypothesis-driven approaches to support data-driven learning analytics in measuring computational thinking in block-based programming,"Grover, Shuchi and Bienkowski, Marie and Basu, Satabdi and Eagle, Michael and Diana, Nicholas and Stamper, John",2017
Dragon architect: open design problems for guided learning in a creative computational thinking sandbox game,"Bauer, Aaron and Butler, Eric and Popovi\'{c}, Zoran",2017
What do the Teachers Think? Introducing Computational Thinking in the Primary School Curriculum,"Duncan, Caitlin and Bell, Tim and Atlas, James",2017
A Framework for Using Hypothesis-Driven Approaches to Support Data-Driven Learning Analytics in Measuring Computational Thinking in Block-Based Programming Environments,"Grover, Shuchi and Basu, Satabdi and Bienkowski, Marie and Eagle, Michael and Diana, Nicholas and Stamper, John",2017
Digital capital: a platform for developing computational thinking,"Vrieler, Tina",2017
Teaching programming to non-STEM novices: a didactical study of computational thinking and non-STEM computing education,"Spangsberg, Thomas Hvid",2017
Programming Literacy: Computational Thinking in Brazilian Public Schools,"Eloy, Adelmo Antonio da Silva and Martins, Amilton Rodrigues Quadros and Pazinato, Ariane Mileidi and Lukjanenko, Maria de Fatima S. Polesi and Lopes, Roseli de Deus",2017
Grasping algorithms: exploring toys that teach computational thinking,"Root, Erika and Steinkamp, Maren and Coldewey, Beatrice and Poloczek, Christin and Scharnowski, Frederik and Kettner, Mark and Koelle, Marion and Ananthanarayan, Swamy and Willms, Marlon",2017
CodeFruits: Teaching Computational Thinking Skills Through Hand Gestures,"Goyal, Sidhant and Chopra, Simran and Mohanan, Dileep",2017
Bebras as a Teaching Resource: Classifying the Tasks Corpus Using Computational Thinking Skills,"Lonati, Violetta and Malchiodi, Dario and Monga, Mattia and Morpurgo, Anna",2017
Let's play! music improvisation as a medium to facilitate computational thinking,"Montero, Calkin Suero and Pihlainen, Kaisa",2017
TunePad: Computational Thinking Through Sound Composition,"Gorson, Jamie and Patel, Nikita and Beheshti, Elham and Magerko, Brian and Horn, Michael",2017
Bringing computational thinking to the digital humanities: introducing students to explorations of digitized texts,"LeBlanc, Mark D.",2017
Session details: Coding and Computational Thinking (Full Paper Session),"Horn, Michael and Zaman, Bieke",2017
Development of computational thinking skills and collaborative learning in initial education students through educational activities supported by ICT resources and programmable educational robots,"Gonz\'{a}lez, Yen Air Caballero and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel",2017
How character customization affects learning in computational thinking,"Lin, Lorraine and Parmar, Dhaval and Babu, Sabarish V. and Leonard, Alison E. and Daily, Shaundra B. and J\""{o}rg, Sophie",2017
Evaluating the Effect of Using Physical Manipulatives to Foster Computational Thinking in Elementary School,"Aggarwal, Ashish and Gardner-McCune, Christina and Touretzky, David S.",2017
Searching for Early Developmental Activities Leading to Computational Thinking Skills,"Cutts, Quintin and Donaldson, Peter and Cole, Elizabeth and Alshaigy, Bedour and Gutica, Mirela and Hellas, Arto and Larraza-Mendiluze, Edurne and McCartney, Robert and Patitsas, Elizabeth and Riedesel, Charles",2017
Computational thinking is not necessarily computational,CACM Staff,2017
Development of computational thinking and collaborative learning in kindergarten using programmable educational robots: a teacher training experience,"Gonz\'{a}lez, Yen Air Caballero and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel",2017
Promoting Computational Thinking in K-12 students by applying unplugged methods and robotics,"Conde, Miguel \'{A}. and Fern\'{a}ndez-Llamas, Camino and Rodr\'{\i}guez-Sedano, Francisco J. and Guerrero-Higueras, \'{A}ngel M. and Matell\'{a}n-Olivera, Vicente and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",2017
A Didactic Scenario for Implementation of Computational Thinking using Inquiry Game Learning,"Psycharis, Sarantos and Kotzampasaki, Evangelia",2017
Introducing computational thinking to 5 and 6 year old students in dutch primary schools: an educational design research study,"Koning, Josina I. and Faber, Hylke H. and Wierdsma, Menno D. M.",2017
Computational thinking for teacher education,"Yadav, Aman and Stephenson, Chris and Hong, Hai",2017
Evaluation and Impact of a Required Computational Thinking Course for Architecture Students,"Senske, Nick",2017
Towards a dialectic relationship between the implicit and explicit nature of computational thinking: a computer semiotics perspective,"Spangsberg, Thomas Hvid and Brynskov, Martin",2017
Teaching Computational Thinking Using Agile Software Engineering Methods: A Framework for Middle Schools,"Fronza, Ilenia and Ioini, Nabil El and Corral, Luis",2017
On the Automatic Assessment of Computational Thinking Skills: A Comparison with Human Experts,"Moreno-Le\'{o}n, Jes\'{u}s and Rom\'{a}n-Gonz\'{a}lez, Marcos and Harteveld, Casper and Robles, Gregorio",2017
Teaching evaluation for computational-thinking-oriented elementary computer courses,"Bo, Li and Xiaobin, Zhang and Ning, Wu",2017
Computational thinking: what does it really mean for the K-16 computer science education community,"Hoskey, Arthur and Zhang, Sen",2017
Remaining trouble spots with computational thinking,"Denning, Peter J.",2017
