Title,Autor,Year
A graph-theoretic approach for the detection of phishing webpages,Choon Lin Tan and Kang Leng Chiew and Kelvin S.C. Yong and San Nah Sze and Johari Abdullah and Yakub Sebastian,2020
A Hands-On Cybersecurity Curriculum Using a Robotics Platform,"Yett, Bernard and Hutchins, Nicole and Stein, Gordon and Zare, Hamid and Snyder, Caitlin and Biswas, Gautam and Metelko, Mary and L\'{e}deczi, \'{A}kos",2020
A Learner Model Integrating Cognitive and Metacognitive And Its Application on Scratch Programming Projects,Sifeng Jing and Ying Tang and Xiwei Liu and Xiaoyan Gong,2020
A meta-analysis of teaching and learning computer programming: Effective instructional approaches and conditions,Ronny Scherer and Fazilat Siddiq and Bárbara {Sánchez Viveros},2020
8 Computational Heterogeneity: A Radical Reflection,"Sengupta, Pratim and Dickes, Amanda and Farris, Amy Voss",2021
A Computational-thinking-oriented Progressive Teaching Mode for Python Course,"Ren, Haodong and Yang, Li and Jiang, Liheng and Bai, Yu and Lu, Wei and Chang, Jie",2021
A Game Development to Promote Computational Thinking,"Prompolmaueng, Waraporn and Wetmaha, Apisit and Jamsri, Pornsuree",2021
A BIBLIOMETRIC AND CONTENT ANALYSIS OF CRITICAL THINKING IN PRIMARY EDUCATION,Ayten Aktoprak and Cigdem Hursen,2022
A Case Study of Middle Schoolers' Use of Computational Thinking Concepts and Practices during Coded Music Composition,"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",2022
A cognitive definition of computational thinking in primary education,Katerina Tsarava and Korbinian Moeller and Marcos Román-González and Jessika Golle and Luzia Leifheit and Martin V. Butz and Manuel Ninaus,2022
A Collaborative Approach to Integrate Computational Thinking in an Integrated STEM Curriculum,"Yang, Dazhi and Feng, Shi",2022
A Computational Thinking Course for Pre-Service Teachers,"Oliveira, Eduardo C. and Correia, Ronaldo C. M. and Azevedo, Rodolfo and Telles, Simone and Macedo, Alessandra A. and Bittencourt, Roberto A.",2022
A computational thinking module for secondary students and pre-service teachers using Bebras-style tasks,"Lehtim\""{a}ki, Taina and Hamm, James and Mooney, Aidan and Casey, Kevin and Monahan, Rosemary and Naughton, Thomas J.",2022
A Data-Driven Approach to Reparative Description at the University of Chicago,"Gosselar, Ashley",2022
A Design and Development of Internet of Things (IoT) System and Learning Activity to Promote Computational Thinking,"Sonsilphong, Suphachoke and Sonsilphong, Amornthep and Hormdee, Daranee and Sae-Joo, Phongthanat",2022
A Digital Game-Based Model for Assessing Computational Thinking Skills,"Yi, Xitian and Liu, Fanhua and Zhan, Zehui",2022
A Digital Game based Learning Approach for Effective Curriculum Transaction for Teaching-Learning of Artificial Intelligence and Machine Learning,"Alam, Ashraf",2022
A Framework for teaching programming in High School through Educational Robotics,"Souza, Isabelle M. L. and Andrade, Wilkerson L. and Sampaio, Lívia M. R.",2022
A Framework to Assess Melodic Effectiveness in Training Computational Thinking to Visually Impaired People,"Costa, Rui and Neto, Alvaro Costa and Araújo, Cristiana and Henriques, Pedro Rangel",2022
A Guide Towards a Definition of Computational Thinking in K-12,"Ismail, Redar and Steinbach, Theresa A. and Miller, Craig S.",2022
"""Look at Our Smart Shoe"" - a Scalable Online Concept for Introducing Design as Part of Computational Thinking in Grades 1-6","Mannila, Linda and Skog, Mia",2023
19 - The Insight Engine 2.0: the body and biomimetic systems as intelligent environments,Bill Seaman and Quran Karriem and Dev Seth and Hojung Ashley Kwon and John Herr,2023
A Computational Inflection for Scientific Discovery,"Hope, Tom and Downey, Doug and Weld, Daniel S. and Etzioni, Oren and Horvitz, Eric",2023
A Computational Thinking Assessment Tool on Text- Based Programming,"Wang, Jihan and Zhang, Wei and Zeng, Xinyao and Li, Panpan",2023
A Computational Thinking Obstacle Course Based on Bebras Tasks for K-12 Schools,"Lehtim\""{a}ki, Taina and Monahan, Rosemary and Mooney, Aidan and Casey, Kevin and Naughton, Thomas J.",2023
A Computational Thinking Test for Senior High School Students,"Hu, Chiu-Fan and Wu, Cheng-Chih",2023
A course based on BEAM Robotics for the valorization of WEEE through the development of STEAM skills,"Boya-Lara, Carlos and Diaz-Solano, Daniela and Fehrenbach, Aaron",2023
A data and knowledge-jointly driven multimodal intelligent system for enterprise culture assessment,Ruihong Cao,2023
A deep learning technique for intrusion detection system using a Recurrent Neural Networks based framework,Sydney Mambwe Kasongo,2023
A Lightweight Web Tool to Support Feedback in Introductory Programming Practices in Brazilian Undergraduate Disciplines,"Candiotto, Lucas S. and De Assis, Marcos V. O. and Schreiner, Marcos A. and Fioravanti, Maria Lydia and Barbosa, Ellen F. and Marcolino, Anderson S.",2023
A Literature Review Examining Broadening Participation in Upper Elementary CS Education,"Shehzad, Umar and Recker, Mimi and Clarke-Midura, Jody",2023
"""Data comes from the real world"": A Constructionist Approach to Mainstreaming K12 Data Science Education","Ravi, Prerna and Parks, Robert and Masla, John and Abelson, Hal and Breazeal, Cynthia",2024
"""The \""COOL Clubs\"": Supporting gifted primary school students in STEAM""","Schwinghammer, Michaela and Milisic, Daniela and Schmidthaler, Eva and Sabitzer, Barbara",2024
"""We are in this together"": Supporting Neurodiverse Children in Participatory Design through Design Partnering","Iversen, Noah Teglvang Sejer and Ernstsen, Mathias Lundgaard and Iversen, Ole Sejer and Iivari, Netta and Kinnula, Marianne and Sharma, Sumita and Eriksson, Eva",2024
3CPEs: Concrete Computational Concepts Programming Environments for Elementary Computer Science Education,"Sung, Ching-Ying and Cherng, Fu-Yin and Chiu, Yi-Lun and Chen, Peng-Hsi and Chen, Bing-Yu",2024
A Case Study on Learning Visual Programming With TutoApp for Composition of Tutorials: An Approach for Learning by Teaching,"Paredes-Velasco, Maximiliano and Lozano-Osorio, Isaac and Pérez-Marín, Diana and Santacruz-Valencia, Liliana Patricia",2024
A Comparative Analysis of Tools &amp; Task Types for Measuring Computational Problem-Solving,"Bumbacher, Engin and Brender, J\'{e}r\^{o}me and Davis, Richard Lee",2024
A critical review of teaching and learning artificial intelligence (AI) literacy: Developing an intelligence-based AI literacy framework for primary school education,Iris Heung {Yue Yim},2024
A Latent Dirichlet Allocation approach to understanding students’ perceptions of Automated Writing Evaluation,Joshua Wilson and Saimou Zhang and Corey Palermo and Tania Cruz Cordero and Fan Zhang and Matthew C. Myers and Andrew Potter and Halley Eacker and Jessica Coles,2024
A Machine Learning-Based Adaptive Feedback System to Enhance Programming Skill Using Computational Thinking,"Kaleem, Muhammad and Hassan, Muhammad Awais and Khurshid, Syed Khaldoon",2024
23 - Sustainability in production and opportunities of electroconductive textiles,Pravin P. Chavan and Rupayan Roy and Vidhu Sekhar P. and Subhankar Maity and Pintu Pandit,2025
5 - Using gray numbers as tools for assessment and linear programming,Michael Gr. Voskoglou,2025
7 - Basic models,Erik Cuevas and Karla Avila and Miguel Islas Toski and Héctor Escobar,2025
A BIM-based intelligent approach to rebar layout optimization for reinforced concrete columns,Daniel Darma Widjaja and Titi Sari Nurul Rachmawati and Sunkuk Kim,2025
A Latent Profile Analysis of Teachers’ Knowledge About and Perceived Usefulness of Computational Thinking and How Teacher Profiles Relate to Student Achievement,Siu {Cheung KONG} and Ming LAI and Yugen LI and Tak-Yue {Dickson CHAN} and Yue {Travess ZHANG},2025
